company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finserv,"17,141.50","15,930.00","17,041.00","15,915.75","1,125.25",7.07
Bajaj Finance,"7,633.95","7,296.00","7,629.95","7,286.10",343.85,4.72
NTPC,163.65,159.00,162.95,158.75,4.20,2.65
HDFC Life,588.80,570.00,585.05,570.60,14.45,2.53
BPCL,354.25,347.00,354.10,345.90,8.20,2.37
Eicher Motors,"3,433.30","3,335.10","3,415.10","3,338.05",77.05,2.31
Hero Motocorp,"2,887.85","2,808.05","2,872.90","2,817.00",55.90,1.98
Tech Mahindra,"1,100.00","1,072.20","1,095.35","1,077.70",17.65,1.64
Hindalco,438.00,426.60,435.50,428.90,6.60,1.54
HUL,"2,694.00","2,644.50","2,683.85","2,644.50",39.35,1.49
Bharti Airtel,714.50,702.30,714.40,704.10,10.30,1.46
Grasim,"1,638.95","1,596.05","1,614.25","1,591.55",22.70,1.43
Shree Cements,"21,800.00","21,459.80","21,690.40","21,440.55",249.85,1.17
Axis Bank,773.60,766.25,773.00,764.65,8.35,1.09
Wipro,442.90,436.65,441.30,437.10,4.20,0.96
Divis Labs,"3,777.50","3,740.00","3,766.00","3,732.00",34.00,0.91
HCL Tech,968.45,955.00,964.05,958.20,5.85,0.61
Sun Pharma,923.65,915.00,919.80,914.60,5.20,0.57
TATA Cons. Prod,787.00,780.50,783.80,779.50,4.30,0.55
Reliance,"2,676.90","2,655.55","2,665.55","2,651.30",14.25,0.54
Adani Ports,831.95,823.30,828.50,824.15,4.35,0.53
ITC,313.25,311.00,312.10,310.55,1.55,0.5
ICICI Bank,884.90,878.95,883.45,879.25,4.20,0.48
Power Grid Corp,230.95,228.55,229.95,228.85,1.10,0.48
IndusInd Bank,"1,095.00","1,083.00","1,089.00","1,084.45",4.55,0.42
Britannia,"3,714.95","3,681.15","3,704.45","3,690.45",14.00,0.38
UltraTechCement,"6,723.75","6,666.00","6,680.45","6,656.00",24.45,0.37
TCS,"3,417.95","3,371.10","3,404.40","3,392.70",11.70,0.34
Larsen,"1,867.35","1,853.10","1,854.95","1,848.90",6.05,0.33
Asian Paints,"3,545.65","3,510.05","3,512.30","3,501.00",11.30,0.32
Tata Motors,494.40,488.00,491.15,489.85,1.30,0.27
Tata Motors,494.40,488.00,491.15,489.85,1.30,0.27
Nestle,"19,843.95","19,669.20","19,734.65","19,682.95",51.70,0.26
Infosys,"1,606.00","1,585.00","1,600.05","1,596.45",3.60,0.23
ONGC,140.80,138.70,140.20,139.95,0.25,0.18
Titan Company,"2,523.15","2,491.05","2,497.50","2,493.85",3.65,0.15
Dr Reddys Labs,"4,325.00","4,291.75","4,302.45","4,297.80",4.65,0.11
SBI,529.60,524.35,526.45,525.95,0.50,0.1
HDFC Bank,"1,505.95","1,485.75","1,502.95","1,502.15",0.80,0.05
Tata Steel,113.50,112.40,113.05,113.00,0.05,0.04
Tata Steel,113.50,112.40,113.05,113.00,0.05,0.04
JSW Steel,676.45,670.10,674.00,673.85,0.15,0.02
UPL,792.00,783.85,788.60,788.55,0.05,0.01
