company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Auto,"3,828.00","3,736.20","3,824.85","3,742.90",81.95,2.19
Adani Ports,763.55,742.00,760.00,744.75,15.25,2.05
TATA Cons. Prod,748.50,733.80,748.10,734.25,13.85,1.89
Asian Paints,"3,110.00","3,026.00","3,102.00","3,050.00",52,1.7
Axis Bank,670.40,650.30,665.70,654.95,10.75,1.64
Cipla,955.00,941.35,952.50,938.00,14.5,1.55
Sun Pharma,909.00,888.00,904.00,891.75,12.25,1.37
Britannia,"3,410.00","3,350.00","3,407.05","3,368.85",38.2,1.13
Divis Labs,"4,370.00","4,273.90","4,348.20","4,303.35",44.85,1.04
Kotak Mahindra,"1,864.00","1,843.00","1,858.80","1,840.30",18.5,1.01
UltraTechCement,"6,210.95","6,130.05","6,168.30","6,107.75",60.55,0.99
Dr Reddys Labs,"3,984.95","3,907.05","3,941.70","3,904.00",37.7,0.97
HDFC Bank,"1,333.30","1,316.40","1,326.45","1,314.00",12.45,0.95
Bajaj Finance,"5,956.70","5,860.25","5,890.35","5,837.30",53.05,0.91
M&M,922.75,908.20,919.00,910.80,8.2,0.9
HUL,"2,263.70","2,236.10","2,262.30","2,245.00",17.3,0.77
Eicher Motors,"2,769.90","2,685.55","2,727.10","2,706.70",20.4,0.75
Maruti Suzuki,"7,640.15","7,509.60","7,583.40","7,532.80",50.6,0.67
Hero Motocorp,"2,554.20","2,511.80","2,540.00","2,523.50",16.5,0.65
HDFC,"2,218.00","2,185.60","2,204.25","2,190.55",13.7,0.63
Hindalco,434.50,423.50,431.00,428.40,2.6,0.61
IndusInd Bank,917.95,902.20,909.20,903.85,5.35,0.59
TCS,"3,495.00","3,451.70","3,471.40","3,451.60",19.8,0.57
Shree Cements,"22,475.00","21,978.95","22,153.45","22,035.80",117.65,0.53
Grasim,"1,509.35","1,476.15","1,489.00","1,481.40",7.6,0.51
Titan Company,"2,194.30","2,171.20","2,187.50","2,176.35",11.15,0.51
HCL Tech,"1,097.35","1,079.40","1,088.15","1,082.90",5.25,0.48
Coal India,186.35,181.80,185.30,184.55,0.75,0.41
Infosys,"1,549.70","1,522.00","1,522.55","1,518.45",4.1,0.27
ICICI Bank,717.00,711.05,711.75,710.00,1.75,0.25
Tata Steel,"1,209.00","1,176.45","1,191.60","1,188.70",2.9,0.24
Larsen,"1,623.00","1,601.55","1,607.55","1,604.10",3.45,0.22
Wipro,495.25,487.25,487.45,486.65,0.8,0.16
Nestle,"16,408.95","16,212.00","16,336.85","16,323.40",13.45,0.08
Bajaj Finserv,"13,149.65","12,949.95","12,980.00","12,972.10",7.9,0.06
SBI Life Insura,"1,085.00","1,061.00","1,071.05","1,070.40",0.65,0.06
