company_name,high,low,last_price,prev_close,change,percent_gain
SBI,540.45,524.20,539.65,527.20,12.45,2.36
Bajaj Auto,"3,674.80","3,578.00","3,628.90","3,570.50",58.4,1.64
ICICI Bank,882.90,868.55,879.80,870.25,9.55,1.1
TATA Cons. Prod,769.65,757.30,769.65,761.25,8.4,1.1
Eicher Motors,"3,525.00","3,465.30","3,512.05","3,477.20",34.85,1
Infosys,"1,491.00","1,475.50","1,488.75","1,474.25",14.5,0.98
NTPC,167.00,164.00,166.55,165.10,1.45,0.88
Adani Ports,789.40,771.65,785.80,780.10,5.7,0.73
Kotak Mahindra,"1,860.00","1,820.25","1,847.10","1,834.00",13.1,0.71
HUL,"2,597.85","2,568.00","2,593.35","2,575.80",17.55,0.68
Bajaj Finance,"7,339.50","7,217.00","7,317.55","7,272.50",45.05,0.62
Dr Reddys Labs,"4,357.45","4,282.50","4,334.90","4,310.80",24.1,0.56
Bajaj Finserv,"1,702.00","1,674.00","1,697.30","1,688.30",9,0.53
Bajaj Finserv,"1,702.00","1,674.00","1,697.30","1,688.30",9,0.53
Hero Motocorp,"2,561.75","2,521.55","2,549.20","2,535.90",13.3,0.52
Asian Paints,"3,213.85","3,170.10","3,201.85","3,185.50",16.35,0.51
Power Grid Corp,214.95,211.00,213.70,212.65,1.05,0.49
Axis Bank,814.80,797.10,804.10,800.50,3.6,0.45
Sun Pharma,985.00,973.30,980.50,976.30,4.2,0.43
IndusInd Bank,"1,193.90","1,164.00","1,186.00","1,181.60",4.4,0.37
Tech Mahindra,"1,026.30","1,007.45","1,023.35","1,019.85",3.5,0.34
Coal India,237.95,232.90,237.10,236.35,0.75,0.32
ITC,334.75,329.60,333.15,332.10,1.05,0.32
Divis Labs,"3,602.80","3,550.00","3,583.00","3,572.80",10.2,0.29
Titan Company,"2,634.90","2,602.55","2,625.50","2,617.80",7.7,0.29
Maruti Suzuki,"8,679.95","8,567.05","8,641.05","8,617.30",23.75,0.28
Bharti Airtel,768.50,759.85,767.80,765.95,1.85,0.24
Reliance,"2,377.10","2,343.60","2,374.25","2,370.70",3.55,0.15
HDFC Bank,"1,457.60","1,427.00","1,440.90","1,439.00",1.9,0.13
M&M,"1,235.55","1,196.50","1,231.50","1,230.30",1.2,0.1
Adani Enterpris,"3,235.00","3,136.10","3,212.15","3,209.50",2.65,0.08
HDFC,"2,367.00","2,322.50","2,345.10","2,343.50",1.6,0.07
TCS,"3,118.80","3,071.45","3,101.40","3,099.15",2.25,0.07
Nestle,"18,996.95","18,792.20","18,936.10","18,928.00",8.1,0.04
