company_name,high,low,last_price,prev_close,change,percent_gain
BPCL,312.00,305.30,311.15,304.90,6.25,2.05
Power Grid Corp,207.90,201.25,204.85,200.85,4,1.99
ONGC,127.90,124.05,125.50,123.45,2.05,1.66
HUL,"2,713.75","2,653.40","2,704.20","2,660.55",43.65,1.64
IndusInd Bank,"1,169.65","1,140.60","1,164.10","1,149.60",14.5,1.26
TATA Cons. Prod,795.90,781.05,790.70,780.85,9.85,1.26
ITC,339.55,334.60,336.75,332.60,4.15,1.25
Britannia,"3,889.80","3,800.00","3,833.00","3,787.50",45.5,1.2
Dr Reddys Labs,"4,179.00","4,125.30","4,170.90","4,127.85",43.05,1.04
HCL Tech,921.45,907.60,916.15,906.70,9.45,1.04
Shree Cements,"21,287.45","20,585.95","20,964.00","20,748.50",215.5,1.04
Cipla,"1,094.75","1,069.00","1,074.95","1,065.65",9.3,0.87
Nestle,"18,795.00","18,545.70","18,600.00","18,453.30",146.7,0.79
Bharti Airtel,765.00,757.20,760.80,755.05,5.75,0.76
Infosys,"1,406.50","1,378.00","1,389.85","1,380.25",9.6,0.7
Divis Labs,"3,697.35","3,633.10","3,695.00","3,670.00",25,0.68
Reliance,"2,394.90","2,360.10","2,392.00","2,377.35",14.65,0.62
Bajaj Finserv,"1,715.75","1,665.00","1,687.00","1,676.80",10.2,0.61
Bajaj Finserv,"1,715.75","1,665.00","1,687.00","1,676.80",10.2,0.61
Asian Paints,"3,500.00","3,431.05","3,457.35","3,438.05",19.3,0.56
NTPC,161.65,157.50,159.45,158.60,0.85,0.54
UltraTechCement,"6,273.95","6,128.00","6,208.80","6,177.10",31.7,0.51
Wipro,401.40,392.00,396.65,394.80,1.85,0.47
Bajaj Finance,"7,379.95","7,210.05","7,289.10","7,259.50",29.6,0.41
Tata Motors,404.00,390.35,398.35,397.50,0.85,0.21
Tata Motors,404.00,390.35,398.35,397.50,0.85,0.21
Eicher Motors,"3,588.00","3,487.30","3,522.20","3,515.55",6.65,0.19
TCS,"3,019.65","2,976.00","2,998.35","2,994.40",3.95,0.13
SBI,550.90,540.00,543.65,543.30,0.35,0.06
HDFC,"2,323.90","2,296.65","2,310.50","2,309.65",0.85,0.04
