company_name,high,low,last_price,prev_close,change,percent_gain
Hero Motocorp,"2,767.70","2,690.20","2,754.40","2,674.10",80.3,3
M&M,"1,058.90","1,031.60","1,055.20","1,027.70",27.5,2.68
IndusInd Bank,815.85,792.50,805.30,784.95,20.35,2.59
Eicher Motors,"2,909.55","2,831.95","2,883.40","2,819.05",64.35,2.28
HUL,"2,318.80","2,260.05","2,302.05","2,252.60",49.45,2.2
Bharti Airtel,675.70,662.10,673.15,660.20,12.95,1.96
Britannia,"3,504.95","3,429.00","3,473.90","3,411.45",62.45,1.83
HDFC Bank,"1,361.65","1,338.55","1,357.05","1,335.15",21.9,1.64
ONGC,141.00,135.20,136.95,134.80,2.15,1.59
JSW Steel,569.90,560.25,567.10,558.95,8.15,1.46
ICICI Bank,712.50,706.90,709.25,699.15,10.1,1.44
Tata Steel,864.75,844.65,853.35,841.30,12.05,1.43
UPL,645.25,631.05,641.85,633.20,8.65,1.37
Adani Ports,687.50,678.50,684.25,675.30,8.95,1.33
Hindalco,324.95,316.60,321.40,317.60,3.8,1.2
Shree Cements,"18,897.25","18,561.45","18,730.00","18,533.60",196.4,1.06
TATA Cons. Prod,735.00,720.10,726.10,718.45,7.65,1.06
Kotak Mahindra,"1,714.90","1,692.50","1,701.65","1,684.10",17.55,1.04
UltraTechCement,"5,510.00","5,435.20","5,464.70","5,410.30",54.4,1.01
HDFC,"2,191.00","2,158.05","2,185.30","2,164.20",21.1,0.97
SBI,460.35,453.50,455.65,451.40,4.25,0.94
Axis Bank,642.45,633.90,634.90,629.35,5.55,0.88
Nestle,"17,221.80","16,922.05","17,109.05","16,976.30",132.75,0.78
Reliance,"2,511.00","2,476.40","2,483.45","2,464.95",18.5,0.75
SBI Life Insura,"1,092.90","1,072.10","1,081.35","1,073.85",7.5,0.7
Bajaj Finance,"5,533.45","5,455.00","5,483.30","5,448.15",35.15,0.65
Grasim,"1,340.00","1,311.25","1,324.35","1,316.05",8.3,0.63
Bajaj Auto,"3,841.35","3,781.95","3,807.00","3,784.80",22.2,0.59
Larsen,"1,512.00","1,498.05","1,503.00","1,494.30",8.7,0.58
ITC,268.35,265.85,267.00,265.50,1.5,0.56
HDFC Life,564.00,558.15,561.05,558.10,2.95,0.53
Cipla,943.50,930.00,938.10,933.35,4.75,0.51
Tata Motors,412.85,406.15,408.90,407.20,1.7,0.42
HCL Tech,984.55,966.45,975.00,971.25,3.75,0.39
Dr Reddys Labs,"4,372.55","4,305.00","4,308.00","4,294.90",13.1,0.31
Titan Company,"2,076.40","2,036.90","2,046.60","2,041.40",5.2,0.25
Wipro,426.00,418.10,419.65,419.05,0.6,0.14
Bajaj Finserv,"11,685.95","11,430.00","11,566.00","11,552.85",13.15,0.11
Maruti Suzuki,"8,390.00","8,255.05","8,280.40","8,271.00",9.4,0.11
