company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,626.20,610.00,625.70,608.45,17.25,2.84
Dr Reddys Labs,"4,242.50","4,101.45","4,240.90","4,127.30",113.6,2.75
Coal India,188.30,183.30,187.85,183.05,4.8,2.62
JSW Steel,719.50,704.20,718.50,704.40,14.1,2
Tata Steel,"1,356.85","1,325.95","1,354.25","1,331.00",23.25,1.75
UltraTechCement,"6,335.00","6,200.00","6,329.35","6,234.00",95.35,1.53
ONGC,180.40,177.20,177.70,175.60,2.1,1.2
NTPC,135.20,133.35,134.85,133.45,1.4,1.05
Tech Mahindra,"1,558.10","1,530.15","1,557.40","1,542.15",15.25,0.99
TCS,"3,749.50","3,695.00","3,746.05","3,712.40",33.65,0.91
ITC,256.50,251.45,254.15,252.00,2.15,0.85
Hero Motocorp,"2,423.20","2,333.00","2,413.45","2,394.65",18.8,0.79
Infosys,"1,887.30","1,856.15","1,885.95","1,872.40",13.55,0.72
Adani Ports,740.80,731.00,739.05,733.75,5.3,0.72
Sun Pharma,907.45,885.50,907.00,900.80,6.2,0.69
SBI,494.80,483.50,493.50,490.65,2.85,0.58
Cipla,"1,021.50","1,001.75","1,020.25","1,014.45",5.8,0.57
Grasim,"1,603.90","1,569.10","1,590.45","1,582.10",8.35,0.53
Shree Cements,"23,630.00","23,200.20","23,538.15","23,413.20",124.95,0.53
Nestle,"17,475.00","17,260.00","17,428.95","17,344.20",84.75,0.49
Larsen,"1,777.00","1,751.00","1,774.35","1,767.25",7.1,0.4
Bajaj Finserv,"16,501.00","16,270.00","16,463.00","16,407.35",55.65,0.34
HDFC,"2,355.45","2,316.75","2,354.10","2,346.30",7.8,0.33
Bajaj Auto,"3,637.90","3,570.00","3,613.00","3,601.50",11.5,0.32
HCL Tech,"1,188.55","1,169.00","1,184.30","1,180.70",3.6,0.3
Bajaj Finance,"7,030.00","6,881.25","7,020.00","7,004.80",15.2,0.22
Britannia,"3,130.00","3,080.55","3,109.00","3,102.25",6.75,0.22
Reliance,"2,559.50","2,510.00","2,543.70","2,539.20",4.5,0.18
SBI Life Insura,"1,097.50","1,084.90","1,093.95","1,092.25",1.7,0.16
IndusInd Bank,935.95,915.20,932.75,931.35,1.4,0.15
Bharti Airtel,708.85,697.85,705.40,704.95,0.45,0.06
HUL,"1,991.35","1,963.00","1,979.35","1,978.55",0.8,0.04
Wipro,613.80,605.80,611.35,611.20,0.15,0.02
