company_name,high,low,last_price,prev_close,change,percent_gain
IndusInd Bank,840.00,811.20,834.55,807.20,27.35,3.39
Power Grid Corp,210.85,205.05,210.40,206.50,3.9,1.89
ITC,290.30,284.80,289.00,284.35,4.65,1.64
ICICI Bank,713.00,704.85,712.20,703.90,8.3,1.18
SBI Life Insura,"1,117.55","1,095.10","1,112.50","1,099.85",12.65,1.15
HCL Tech,988.25,973.45,986.15,975.35,10.8,1.11
Britannia,"3,625.00","3,575.00","3,616.25","3,584.35",31.9,0.89
Axis Bank,650.95,640.50,649.20,643.95,5.25,0.82
HDFC Life,571.25,563.10,569.90,565.45,4.45,0.79
SBI,471.85,466.85,470.55,466.85,3.7,0.79
Bharti Airtel,678.05,666.05,677.05,673.45,3.6,0.53
NTPC,141.40,139.35,141.25,140.65,0.6,0.43
Asian Paints,"2,788.00","2,744.80","2,784.15","2,773.15",11,0.4
Adani Ports,683.70,673.10,680.35,677.90,2.45,0.36
Titan Company,"1,959.00","1,928.00","1,950.40","1,946.20",4.2,0.22
HUL,"2,307.55","2,276.00","2,284.75","2,282.35",2.4,0.11
UPL,649.80,636.05,644.00,643.50,0.5,0.08
Reliance,"2,438.90","2,366.10","2,410.40","2,408.70",1.7,0.07
