company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,135.00,130.60,133.85,126.80,7.05,5.56
Coal India,218.00,212.30,217.80,212.25,5.55,2.61
Cipla,"1,141.55","1,115.00","1,140.50","1,114.95",25.55,2.29
NTPC,164.10,159.35,163.25,159.65,3.6,2.25
Divis Labs,"3,792.20","3,700.00","3,778.00","3,705.20",72.8,1.96
Dr Reddys Labs,"4,439.00","4,312.40","4,404.55","4,335.70",68.85,1.59
Adani Ports,834.15,815.00,833.30,820.65,12.65,1.54
UltraTechCement,"6,349.95","6,255.10","6,349.95","6,255.10",94.85,1.52
BPCL,309.95,304.80,309.40,304.80,4.6,1.51
Sun Pharma,963.80,948.20,960.75,948.65,12.1,1.28
UPL,680.00,668.05,679.95,672.05,7.9,1.18
Apollo Hospital,"4,490.00","4,375.00","4,433.40","4,383.40",50,1.14
Bharti Airtel,807.00,798.05,806.00,799.90,6.1,0.76
Reliance,"2,416.95","2,371.95","2,388.90","2,377.75",11.15,0.47
Wipro,396.00,390.60,395.95,394.25,1.7,0.43
Power Grid Corp,214.65,211.00,213.10,212.20,0.9,0.42
Bajaj Finance,"7,376.00","7,251.00","7,363.00","7,335.75",27.25,0.37
M&M,"1,276.10","1,247.00","1,271.80","1,268.20",3.6,0.28
Tech Mahindra,"1,013.90",999.15,"1,011.15","1,008.60",2.55,0.25
Hero Motocorp,"2,569.45","2,527.50","2,555.10","2,549.20",5.9,0.23
Bajaj Finserv,"1,686.00","1,661.00","1,680.00","1,678.35",1.65,0.1
Bajaj Finserv,"1,686.00","1,661.00","1,680.00","1,678.35",1.65,0.1
