company_name,high,low,last_price,prev_close,change,percent_gain
Hero Motocorp,"2,808.00","2,684.00","2,806.00","2,702.40",103.6,3.83
Maruti Suzuki,"8,798.00","8,522.70","8,737.15","8,515.25",221.9,2.61
Bajaj Auto,"3,633.00","3,521.00","3,619.00","3,535.00",84,2.38
Titan Company,"2,506.55","2,452.00","2,496.00","2,464.00",32,1.3
M&M,882.40,865.15,880.00,869.35,10.65,1.23
Asian Paints,"3,241.60","3,197.65","3,228.00","3,197.70",30.3,0.95
Tata Motors,514.30,506.40,510.60,506.40,4.2,0.83
TATA Cons. Prod,769.00,743.50,747.00,742.45,4.55,0.61
TCS,"3,882.50","3,838.00","3,872.55","3,856.20",16.35,0.42
Tata Steel,"1,181.70","1,146.30","1,172.45","1,167.50",4.95,0.42
ITC,235.20,231.80,233.10,232.15,0.95,0.41
Axis Bank,808.15,800.00,806.95,804.10,2.85,0.35
Eicher Motors,"2,685.00","2,640.00","2,674.75","2,669.75",5,0.19
JSW Steel,667.40,654.10,660.80,659.85,0.95,0.14
UltraTechCement,"7,485.00","7,433.40","7,450.00","7,441.00",9,0.12
