company_name,high,low,last_price,prev_close,change,percent_gain
HUL,"2,192.90","2,108.15","2,188.65","2,110.45",78.2,3.71
HDFC,"2,128.85","2,062.10","2,116.85","2,052.70",64.15,3.13
UltraTechCement,"5,293.95","5,161.80","5,281.55","5,177.30",104.25,2.01
Nestle,"17,022.95","16,537.55","16,963.30","16,642.40",320.9,1.93
HDFC Bank,"1,317.00","1,294.15","1,314.00","1,289.75",24.25,1.88
Shree Cements,"18,390.00","17,865.20","18,365.00","18,045.75",319.25,1.77
Eicher Motors,"2,661.90","2,599.95","2,650.00","2,604.80",45.2,1.74
Apollo Hospital,"3,774.40","3,682.90","3,756.95","3,701.25",55.7,1.5
Britannia,"3,390.00","3,270.95","3,379.10","3,332.10",47,1.41
Asian Paints,"2,624.10","2,588.35","2,615.30","2,580.20",35.1,1.36
HDFC Life,558.45,545.85,557.65,550.80,6.85,1.24
Wipro,410.00,404.15,409.35,405.20,4.15,1.02
Titan Company,"1,958.00","1,905.45","1,955.05","1,936.45",18.6,0.96
Infosys,"1,402.00","1,382.00","1,399.45","1,387.30",12.15,0.88
Hero Motocorp,"2,501.45","2,440.55","2,488.50","2,467.40",21.1,0.86
Grasim,"1,301.80","1,285.00","1,297.75","1,290.05",7.7,0.6
Sun Pharma,813.50,794.50,797.80,793.40,4.4,0.55
ITC,265.30,261.35,264.60,263.30,1.3,0.49
TATA Cons. Prod,720.35,705.00,714.60,711.65,2.95,0.41
Bajaj Finance,"5,479.65","5,352.00","5,440.00","5,419.55",20.45,0.38
Maruti Suzuki,"7,784.10","7,640.00","7,716.05","7,688.15",27.9,0.36
Divis Labs,"3,499.30","3,452.05","3,490.20","3,481.95",8.25,0.24
SBI Life Insura,"1,092.80","1,078.00","1,084.40","1,082.10",2.3,0.21
TCS,"3,124.00","3,069.00","3,091.10","3,088.90",2.2,0.07
