company_name,high,low,last_price,prev_close,change,percent_gain
TATA Cons. Prod,782.75,749.00,776.90,743.20,33.7,4.53
Bajaj Finserv,"17,150.00","16,531.00","17,130.45","16,501.70",628.75,3.81
Axis Bank,765.40,741.30,764.45,737.80,26.65,3.61
Grasim,"1,677.00","1,632.55","1,677.00","1,623.70",53.3,3.28
Bajaj Finance,"7,260.00","7,099.00","7,252.10","7,039.35",212.75,3.02
Maruti Suzuki,"7,628.00","7,490.00","7,625.00","7,439.15",185.85,2.5
Hero Motocorp,"2,277.80","2,226.40","2,261.05","2,210.65",50.4,2.28
Shree Cements,"24,140.00","23,709.50","24,122.95","23,645.55",477.4,2.02
M&M,790.65,775.90,788.35,773.35,15,1.94
HDFC,"2,386.00","2,347.65","2,381.60","2,337.35",44.25,1.89
ICICI Bank,728.95,719.10,728.35,715.30,13.05,1.82
Nestle,"17,248.90","17,022.60","17,213.70","16,921.90",291.8,1.72
HDFC Life,531.95,526.00,531.90,523.00,8.9,1.7
Asian Paints,"3,094.35","3,063.25","3,089.85","3,042.60",47.25,1.55
IndusInd Bank,945.00,933.00,943.45,929.15,14.3,1.54
Britannia,"3,149.90","3,114.65","3,147.15","3,103.80",43.35,1.4
Tata Motors,442.50,437.05,439.60,433.70,5.9,1.36
UltraTechCement,"6,668.80","6,542.50","6,615.00","6,526.60",88.4,1.35
Larsen,"1,774.50","1,758.00","1,767.80","1,746.65",21.15,1.21
Reliance,"2,654.50","2,617.10","2,654.00","2,622.55",31.45,1.2
Infosys,"1,910.00","1,895.80","1,907.95","1,886.00",21.95,1.16
HUL,"2,012.00","1,995.05","2,009.25","1,987.05",22.2,1.12
Kotak Mahindra,"1,750.00","1,736.00","1,748.70","1,730.00",18.7,1.08
Eicher Motors,"2,518.20","2,487.00","2,505.85","2,480.50",25.35,1.02
Bharti Airtel,769.90,758.00,761.50,754.95,6.55,0.87
Power Grid Corp,213.65,211.80,213.10,211.30,1.8,0.85
HCL Tech,"1,180.75","1,172.60","1,177.55","1,167.70",9.85,0.84
BPCL,362.40,359.75,361.40,358.45,2.95,0.82
SBI,500.40,496.80,498.95,495.00,3.95,0.8
Adani Ports,775.95,762.10,767.90,761.95,5.95,0.78
Wipro,609.30,605.00,606.75,602.50,4.25,0.71
HDFC Bank,"1,472.00","1,454.05","1,462.00","1,451.80",10.2,0.7
SBI Life Insura,"1,112.30","1,103.50","1,108.50","1,101.25",7.25,0.66
Bajaj Auto,"3,729.65","3,696.65","3,710.00","3,689.10",20.9,0.57
Divis Labs,"4,625.00","4,565.00","4,582.40","4,561.60",20.8,0.46
Titan Company,"2,565.75","2,534.45","2,549.60","2,538.80",10.8,0.43
IOC,119.70,118.25,118.70,118.30,0.4,0.34
TCS,"3,738.00","3,706.20","3,716.55","3,705.35",11.2,0.3
Coal India,187.95,184.30,186.05,186.00,0.05,0.03
