company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,769.00,732.00,765.95,729.25,36.7,5.03
ONGC,154.50,149.00,153.10,146.70,6.4,4.36
Coal India,160.50,155.60,160.15,156.20,3.95,2.53
Bharti Airtel,781.80,761.55,774.65,758.90,15.75,2.08
ICICI Bank,767.00,746.70,766.50,751.85,14.65,1.95
IOC,128.80,126.40,128.50,126.15,2.35,1.86
NTPC,136.15,133.55,135.90,133.50,2.4,1.8
BPCL,404.35,398.80,404.25,397.60,6.65,1.67
SBI Life Insura,"1,181.35","1,157.90","1,170.50","1,153.50",17,1.47
Power Grid Corp,205.35,202.20,204.50,201.85,2.65,1.31
HDFC Bank,"1,536.35","1,515.60","1,533.50","1,515.55",17.95,1.18
Axis Bank,695.10,687.20,692.85,685.65,7.2,1.05
HCL Tech,"1,128.30","1,112.95","1,124.05","1,112.60",11.45,1.03
SBI,498.90,493.70,498.00,493.05,4.95,1
IndusInd Bank,993.65,976.05,990.40,981.35,9.05,0.92
Kotak Mahindra,"2,001.45","1,970.00","2,000.60","1,982.90",17.7,0.89
UPL,734.70,726.00,731.70,725.25,6.45,0.89
HDFC Life,704.45,696.25,701.00,695.40,5.6,0.81
JSW Steel,691.70,670.00,688.00,683.30,4.7,0.69
UltraTechCement,"7,768.05","7,645.00","7,689.75","7,657.95",31.8,0.42
Tata Motors,501.80,496.30,497.55,495.50,2.05,0.41
Bajaj Finance,"7,160.95","7,066.00","7,140.00","7,114.30",25.7,0.36
TCS,"3,493.05","3,465.05","3,476.70","3,464.25",12.45,0.36
Sun Pharma,796.95,780.10,787.90,785.20,2.7,0.34
Hero Motocorp,"2,647.95","2,613.85","2,639.55","2,632.20",7.35,0.28
Reliance,"2,409.90","2,364.05","2,392.05","2,385.85",6.2,0.26
Larsen,"1,902.40","1,885.65","1,891.00","1,886.35",4.65,0.25
Nestle,"19,230.25","19,080.00","19,230.25","19,181.55",48.7,0.25
Shree Cements,"26,912.65","26,709.90","26,799.90","26,740.50",59.4,0.22
Hindalco,453.90,444.20,451.10,450.20,0.9,0.2
ITC,232.70,231.00,232.00,231.60,0.4,0.17
Bajaj Auto,"3,459.00","3,430.05","3,440.00","3,434.85",5.15,0.15
HDFC,"2,917.00","2,893.50","2,909.45","2,906.50",2.95,0.1
