company_name,high,low,last_price,prev_close,change,percent_gain
Hero Motocorp,"2,722.00","2,591.45","2,701.00","2,569.70",131.3,5.11
ONGC,168.20,162.30,166.75,161.05,5.7,3.54
Tata Motors,524.90,512.00,523.10,509.90,13.2,2.59
Maruti Suzuki,"8,368.90","8,100.10","8,285.30","8,084.20",201.1,2.49
Bajaj Auto,"3,511.90","3,434.05","3,496.50","3,432.80",63.7,1.86
SBI,518.90,507.55,516.85,508.35,8.5,1.67
TCS,"4,040.00","3,962.30","4,024.00","3,968.15",55.85,1.41
Wipro,651.65,633.05,647.80,639.80,8,1.25
M&M,895.00,882.65,891.65,881.20,10.45,1.19
Infosys,"1,953.90","1,930.50","1,950.10","1,929.35",20.75,1.08
Eicher Motors,"2,880.00","2,804.00","2,847.00","2,819.70",27.3,0.97
HUL,"2,388.00","2,345.00","2,386.40","2,363.70",22.7,0.96
NTPC,136.75,134.45,136.60,135.35,1.25,0.92
BPCL,404.40,398.60,402.05,398.45,3.6,0.9
Bharti Airtel,728.25,719.55,727.05,720.60,6.45,0.9
Reliance,"2,565.00","2,537.00","2,555.50","2,539.00",16.5,0.65
Divis Labs,"4,644.40","4,561.00","4,641.10","4,616.60",24.5,0.53
SBI Life Insura,"1,277.20","1,256.30","1,270.05","1,263.60",6.45,0.51
Bajaj Finserv,"18,435.00","18,221.00","18,298.65","18,209.70",88.95,0.49
Nestle,"19,515.00","19,317.35","19,494.00","19,400.15",93.85,0.48
Tech Mahindra,"1,746.75","1,721.05","1,745.75","1,737.75",8,0.46
TATA Cons. Prod,771.35,759.25,765.85,762.50,3.35,0.44
Grasim,"1,874.00","1,846.00","1,864.85","1,857.30",7.55,0.41
Bajaj Finance,"7,910.00","7,801.55","7,863.50","7,832.20",31.3,0.4
ICICI Bank,828.90,818.35,822.40,820.00,2.4,0.29
Larsen,"2,058.90","2,042.00","2,049.25","2,044.75",4.5,0.22
HDFC Life,675.55,668.00,672.70,671.45,1.25,0.19
ITC,223.30,221.35,223.00,222.60,0.4,0.18
IOC,125.00,123.20,123.45,123.30,0.15,0.12
Power Grid Corp,209.55,207.15,208.00,207.75,0.25,0.12
Kotak Mahindra,"1,952.95","1,918.60","1,939.60","1,938.20",1.4,0.07
