company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,156.00,152.80,154.95,151.60,3.35,2.21
HDFC Life,613.90,601.05,613.50,602.70,10.8,1.79
NTPC,158.65,155.20,157.30,155.00,2.3,1.48
Bajaj Auto,"3,869.75","3,650.50","3,726.10","3,672.70",53.4,1.45
JSW Steel,573.40,553.00,570.30,562.45,7.85,1.4
Cipla,979.70,960.50,973.80,960.95,12.85,1.34
IndusInd Bank,932.95,918.50,929.30,924.30,5,0.54
Tata Steel,"1,077.00","1,049.20","1,072.90","1,067.30",5.6,0.52
HDFC,"2,287.00","2,256.05","2,285.25","2,277.35",7.9,0.35
HDFC Bank,"1,387.00","1,360.65","1,385.20","1,380.30",4.9,0.35
Kotak Mahindra,"1,865.50","1,843.15","1,862.60","1,858.65",3.95,0.21
Sun Pharma,873.95,858.30,866.50,865.10,1.4,0.16
Divis Labs,"3,506.30","3,470.00","3,483.55","3,478.30",5.25,0.15
Bharti Airtel,689.80,676.50,687.20,686.50,0.7,0.1
