company_name,high,low,last_price,prev_close,change,percent_gain
Tata Steel,927.40,895.50,922.25,901.70,20.55,2.28
JSW Steel,561.70,539.70,557.50,545.85,11.65,2.13
Coal India,184.20,179.40,183.45,179.90,3.55,1.97
Bajaj Finserv,"11,794.80","11,350.00","11,672.25","11,471.90",200.35,1.75
Reliance,"2,609.00","2,556.10","2,601.00","2,560.00",41,1.6
Grasim,"1,306.75","1,276.60","1,298.70","1,285.05",13.65,1.06
ITC,264.15,258.55,263.20,260.70,2.5,0.96
Bajaj Finance,"5,383.65","5,220.00","5,330.35","5,283.90",46.45,0.88
SBI,446.95,437.25,445.30,441.60,3.7,0.84
ICICI Bank,684.70,669.95,681.85,678.50,3.35,0.49
ONGC,145.15,141.45,144.25,143.55,0.7,0.49
Bajaj Auto,"3,713.95","3,637.05","3,675.00","3,658.20",16.8,0.46
Hindalco,342.55,332.00,337.40,336.10,1.3,0.39
Adani Ports,689.45,668.70,681.80,681.70,0.1,0.01
