company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,775.80,760.00,774.20,761.40,12.8,1.68
UPL,741.70,727.55,738.20,728.10,10.1,1.39
Reliance,"2,459.95","2,425.00","2,450.95","2,418.10",32.85,1.36
Coal India,152.90,150.65,152.65,150.90,1.75,1.16
BPCL,401.50,394.25,395.50,391.15,4.35,1.11
Asian Paints,"3,158.85","3,111.00","3,142.20","3,108.50",33.7,1.08
Bajaj Finance,"7,468.10","7,337.00","7,428.85","7,361.50",67.35,0.91
Larsen,"1,844.90","1,827.95","1,841.40","1,825.05",16.35,0.9
Sun Pharma,766.80,756.85,762.45,757.55,4.9,0.65
ICICI Bank,759.05,748.40,756.45,753.40,3.05,0.4
Dr Reddys Labs,"4,617.95","4,565.35","4,587.85","4,570.70",17.15,0.38
Bharti Airtel,723.95,712.75,717.65,715.15,2.5,0.35
M&M,857.40,836.00,842.95,840.75,2.2,0.26
