company_name,high,low,last_price,prev_close,change,percent_gain
Bharti Airtel,765.00,740.40,759.90,740.40,19.5,2.63
Apollo Hospital,"4,405.00","4,291.75","4,375.90","4,282.55",93.35,2.18
NTPC,168.00,164.80,167.70,164.50,3.2,1.95
Cipla,"1,041.00","1,024.90","1,039.25","1,025.65",13.6,1.33
Reliance,"2,598.10","2,572.00","2,592.95","2,569.80",23.15,0.9
Coal India,234.65,231.00,233.55,231.60,1.95,0.84
Power Grid Corp,228.00,224.00,225.00,223.40,1.6,0.72
ICICI Bank,889.95,878.10,888.65,882.45,6.2,0.7
Adani Ports,858.55,844.05,856.00,850.90,5.1,0.6
Hero Motocorp,"2,864.70","2,827.80","2,858.70","2,842.05",16.65,0.59
Grasim,"1,723.95","1,704.00","1,720.00","1,710.75",9.25,0.54
HDFC Life,580.80,574.20,576.65,573.65,3,0.52
Eicher Motors,"3,424.10","3,400.00","3,417.85","3,400.50",17.35,0.51
Hindalco,432.60,427.10,431.45,429.30,2.15,0.5
SBI,541.90,534.10,541.30,538.90,2.4,0.45
Axis Bank,761.55,753.75,758.80,756.10,2.7,0.36
HDFC Bank,"1,506.65","1,487.10","1,499.90","1,495.05",4.85,0.32
JSW Steel,687.00,678.50,683.35,681.95,1.4,0.21
Tata Motors,463.70,457.05,459.85,459.00,0.85,0.19
Tata Motors,463.70,457.05,459.85,459.00,0.85,0.19
Maruti Suzuki,"9,022.75","8,949.00","8,960.10","8,950.05",10.05,0.11
Divis Labs,"3,612.60","3,576.00","3,596.45","3,592.75",3.7,0.1
HCL Tech,939.70,927.05,936.65,936.00,0.65,0.07
SBI Life Insura,"1,304.25","1,285.05","1,294.15","1,293.40",0.75,0.06
Sun Pharma,890.70,882.55,884.90,884.60,0.3,0.03
