company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finserv,"11,696.95","11,400.00","11,616.60","11,336.50",280.1,2.47
Grasim,"1,335.00","1,307.95","1,330.40","1,309.35",21.05,1.61
Tata Motors,414.20,407.45,411.25,405.15,6.1,1.51
Hero Motocorp,"2,599.95","2,557.60","2,595.00","2,557.60",37.4,1.46
M&M,"1,039.30","1,023.35","1,031.95","1,019.25",12.7,1.25
Divis Labs,"3,577.50","3,520.45","3,568.00","3,525.65",42.35,1.2
Maruti Suzuki,"7,929.00","7,816.00","7,886.00","7,811.65",74.35,0.95
SBI,453.40,448.60,452.05,448.10,3.95,0.88
Bajaj Finance,"5,466.50","5,396.15","5,422.00","5,375.75",46.25,0.86
Larsen,"1,558.60","1,539.05","1,557.60","1,544.65",12.95,0.84
Cipla,974.90,964.00,972.05,964.70,7.35,0.76
ICICI Bank,692.80,686.15,690.50,685.50,5,0.73
Asian Paints,"2,668.85","2,627.10","2,654.45","2,635.40",19.05,0.72
Hindalco,362.90,356.05,359.50,358.30,1.2,0.33
JSW Steel,569.00,557.05,563.70,561.90,1.8,0.32
SBI Life Insura,"1,144.70","1,130.20","1,135.50","1,132.10",3.4,0.3
Sun Pharma,830.05,821.90,827.50,825.05,2.45,0.3
Eicher Motors,"2,744.25","2,705.15","2,730.40","2,722.75",7.65,0.28
HDFC Life,577.00,571.15,573.70,572.40,1.3,0.23
Adani Ports,713.30,703.55,706.25,704.70,1.55,0.22
UPL,723.60,711.85,716.70,715.70,1,0.14
Shree Cements,"19,347.30","19,051.00","19,223.20","19,208.85",14.35,0.07
Titan Company,"2,127.50","2,090.00","2,103.50","2,102.00",1.5,0.07
TCS,"3,230.00","3,204.00","3,211.90","3,210.55",1.35,0.04
