company_name,high,low,last_price,prev_close,change,percent_gain
Asian Paints,"3,333.00","3,215.00","3,316.00","3,201.35",114.65,3.58
Axis Bank,819.00,795.40,807.80,786.50,21.3,2.71
Eicher Motors,"2,767.00","2,662.05","2,743.65","2,679.25",64.4,2.4
Larsen,"1,718.00","1,672.20","1,701.60","1,672.20",29.4,1.76
Tata Motors,292.80,287.30,291.65,287.30,4.35,1.51
Bajaj Auto,"3,810.00","3,730.10","3,783.80","3,727.85",55.95,1.5
Nestle,"19,809.45","19,552.10","19,698.85","19,467.75",231.1,1.19
ICICI Bank,734.80,719.95,727.55,719.05,8.5,1.18
Titan Company,"1,949.50","1,915.00","1,940.15","1,921.60",18.55,0.97
IndusInd Bank,"1,025.00",993.00,"1,001.80",992.40,9.4,0.95
Reliance,"2,292.90","2,263.00","2,274.15","2,258.15",16,0.71
SBI Life Insura,"1,209.35","1,183.90","1,200.30","1,192.05",8.25,0.69
HUL,"2,775.00","2,738.30","2,740.00","2,724.10",15.9,0.58
HDFC Bank,"1,598.00","1,574.50","1,590.00","1,581.40",8.6,0.54
UPL,747.35,739.80,744.45,741.25,3.2,0.43
BPCL,475.30,472.20,473.65,471.65,2,0.42
SBI,431.10,425.15,427.45,426.05,1.4,0.33
Dr Reddys Labs,"4,739.00","4,687.00","4,718.00","4,704.05",13.95,0.3
Cipla,952.95,941.10,950.40,947.80,2.6,0.27
Power Grid Corp,177.80,174.65,175.60,175.35,0.25,0.14
