company_name,high,low,last_price,prev_close,change,percent_gain
IndusInd Bank,936.15,892.60,932.85,879.30,53.55,6.09
Hindalco,379.50,370.85,378.50,369.35,9.15,2.48
UPL,701.55,685.50,700.00,686.25,13.75,2
Adani Ports,756.60,741.20,756.00,743.55,12.45,1.67
TATA Cons. Prod,808.85,793.35,807.50,795.00,12.5,1.57
Bharti Airtel,678.85,671.20,678.50,670.65,7.85,1.17
Grasim,"1,457.30","1,442.15","1,456.45","1,441.65",14.8,1.03
Infosys,"1,533.90","1,503.10","1,530.95","1,515.30",15.65,1.03
Apollo Hospital,"4,169.85","4,096.35","4,150.95","4,110.25",40.7,0.99
Bajaj Finserv,"12,555.25","12,381.05","12,543.95","12,420.75",123.2,0.99
Bajaj Finance,"6,125.00","6,036.00","6,125.00","6,074.40",50.6,0.83
Tata Steel,937.90,924.50,936.00,928.45,7.55,0.81
Divis Labs,"3,778.30","3,741.60","3,771.05","3,741.65",29.4,0.79
HCL Tech,926.95,913.55,924.45,917.40,7.05,0.77
Asian Paints,"3,031.90","2,981.00","3,028.90","3,006.45",22.45,0.75
Bajaj Auto,"4,046.95","3,993.45","4,029.95","4,002.05",27.9,0.7
Eicher Motors,"3,075.35","3,031.00","3,063.80","3,045.00",18.8,0.62
Larsen,"1,754.85","1,715.10","1,750.50","1,739.95",10.55,0.61
HUL,"2,629.90","2,607.35","2,619.95","2,604.50",15.45,0.59
Sun Pharma,877.90,868.90,872.45,867.50,4.95,0.57
Cipla,989.50,980.00,986.80,981.50,5.3,0.54
Shree Cements,"20,389.60","20,101.00","20,317.50","20,208.20",109.3,0.54
HDFC Life,528.70,519.05,527.95,525.20,2.75,0.52
JSW Steel,595.90,588.65,593.35,590.35,3,0.51
SBI,512.90,506.75,511.10,508.60,2.5,0.49
Power Grid Corp,210.80,209.45,210.25,209.25,1,0.48
Axis Bank,711.15,704.35,709.00,705.70,3.3,0.47
M&M,"1,174.75","1,164.80","1,169.80","1,165.65",4.15,0.36
Nestle,"18,790.00","18,593.75","18,684.80","18,617.10",67.7,0.36
Britannia,"3,856.75","3,825.55","3,840.70","3,828.30",12.4,0.32
BPCL,318.50,316.00,318.10,317.10,1,0.32
TCS,"3,184.00","3,144.05","3,175.00","3,164.80",10.2,0.32
Coal India,199.45,197.65,198.45,197.85,0.6,0.3
HDFC,"2,242.80","2,225.00","2,238.10","2,231.40",6.7,0.3
ITC,302.20,298.55,299.05,298.20,0.85,0.29
UltraTechCement,"6,144.85","6,080.00","6,106.70","6,089.00",17.7,0.29
Wipro,417.50,402.60,413.30,412.10,1.2,0.29
Titan Company,"2,285.00","2,264.05","2,277.55","2,271.20",6.35,0.28
Hero Motocorp,"2,842.00","2,815.05","2,834.00","2,826.75",7.25,0.26
Tata Motors,455.40,450.80,454.20,453.45,0.75,0.17
Tata Motors,455.40,450.80,454.20,453.45,0.75,0.17
Dr Reddys Labs,"4,486.85","4,455.00","4,466.00","4,458.75",7.25,0.16
ICICI Bank,784.90,780.10,784.25,783.10,1.15,0.15
Maruti Suzuki,"8,831.90","8,750.00","8,753.85","8,749.05",4.8,0.05
