company_name,high,low,last_price,prev_close,change,percent_gain
UPL,754.65,735.00,753.95,733.65,20.3,2.77
Tata Motors,469.05,458.15,465.65,453.60,12.05,2.66
Hindalco,458.80,447.35,456.20,445.45,10.75,2.41
Bajaj Finance,"6,735.00","6,623.80","6,729.90","6,577.55",152.35,2.32
Eicher Motors,"2,486.60","2,425.00","2,467.85","2,416.65",51.2,2.12
Bharti Airtel,682.00,667.00,681.05,667.00,14.05,2.11
BPCL,371.70,365.20,371.05,364.20,6.85,1.88
IndusInd Bank,885.00,861.00,872.00,857.20,14.8,1.73
SBI,457.30,449.00,452.50,446.00,6.5,1.46
Larsen,"1,859.00","1,827.55","1,852.55","1,827.55",25,1.37
Shree Cements,"26,249.60","25,677.05","26,176.95","25,837.45",339.5,1.31
Tata Steel,"1,127.35","1,110.00","1,119.50","1,105.10",14.4,1.3
M&M,827.20,817.85,822.40,812.20,10.2,1.26
Maruti Suzuki,"7,454.00","7,305.50","7,400.50","7,315.15",85.35,1.17
Tech Mahindra,"1,654.00","1,631.75","1,650.75","1,632.95",17.8,1.09
Sun Pharma,792.00,777.50,786.95,778.55,8.4,1.08
Grasim,"1,662.00","1,642.05","1,654.00","1,636.45",17.55,1.07
Reliance,"2,357.50","2,322.00","2,335.00","2,311.25",23.75,1.03
HCL Tech,"1,226.00","1,210.10","1,215.45","1,205.00",10.45,0.87
Axis Bank,676.85,667.40,671.60,665.85,5.75,0.86
Bajaj Finserv,"16,184.95","15,855.00","15,952.40","15,831.95",120.45,0.76
Coal India,149.40,144.50,145.75,144.65,1.1,0.76
ICICI Bank,728.75,720.05,725.80,720.35,5.45,0.76
Bajaj Auto,"3,173.55","3,131.00","3,153.95","3,130.80",23.15,0.74
NTPC,123.90,121.65,123.05,122.20,0.85,0.7
Kotak Mahindra,"1,749.15","1,733.15","1,747.60","1,736.55",11.05,0.64
TATA Cons. Prod,714.20,703.80,710.05,705.70,4.35,0.62
TCS,"3,636.80","3,606.25","3,628.35","3,608.30",20.05,0.56
JSW Steel,666.15,659.35,661.95,658.30,3.65,0.55
Titan Company,"2,308.10","2,282.35","2,300.00","2,287.65",12.35,0.54
Infosys,"1,825.00","1,812.35","1,819.50","1,811.60",7.9,0.44
HDFC Life,643.30,638.50,641.15,638.75,2.4,0.38
Hero Motocorp,"2,366.00","2,347.40","2,354.90","2,347.40",7.5,0.32
Dr Reddys Labs,"4,645.00","4,610.00","4,635.45","4,620.90",14.55,0.31
UltraTechCement,"7,380.00","7,312.45","7,349.85","7,327.35",22.5,0.31
HUL,"2,317.40","2,269.00","2,279.35","2,272.85",6.5,0.29
ONGC,137.95,135.65,136.30,136.05,0.25,0.18
HDFC Bank,"1,456.00","1,435.70","1,443.00","1,441.80",1.2,0.08
