company_name,high,low,last_price,prev_close,change,percent_gain
JSW Steel,688.00,657.10,687.20,657.00,30.2,4.6
Tata Steel,"1,208.20","1,165.15","1,203.40","1,165.05",38.35,3.29
Divis Labs,"4,806.00","4,635.00","4,805.00","4,679.15",125.85,2.69
Hindalco,451.80,437.05,451.45,442.15,9.3,2.1
Coal India,154.05,150.00,153.35,150.55,2.8,1.86
Power Grid Corp,199.05,193.15,197.40,194.20,3.2,1.65
Adani Ports,731.00,705.20,724.60,715.00,9.6,1.34
Tata Motors,495.70,477.00,492.30,486.10,6.2,1.28
Britannia,"3,636.00","3,574.00","3,624.85","3,581.60",43.25,1.21
NTPC,132.90,128.15,131.45,130.15,1.3,1
Cipla,904.20,890.00,903.40,895.40,8,0.89
Sun Pharma,779.95,761.55,777.55,770.75,6.8,0.88
Bajaj Finserv,"17,323.00","16,757.25","17,196.00","17,073.75",122.25,0.72
Grasim,"1,802.70","1,765.45","1,790.65","1,778.30",12.35,0.69
Nestle,"19,134.80","18,904.70","19,119.25","18,995.35",123.9,0.65
BPCL,399.80,394.05,398.15,395.60,2.55,0.64
UPL,724.20,705.25,721.10,716.50,4.6,0.64
IOC,126.10,123.75,125.20,124.50,0.7,0.56
Tech Mahindra,"1,550.05","1,506.30","1,548.70","1,541.30",7.4,0.48
Larsen,"1,884.20","1,844.50","1,873.30","1,864.50",8.8,0.47
TATA Cons. Prod,818.55,802.00,816.50,812.75,3.75,0.46
HCL Tech,"1,116.65","1,090.00","1,114.40","1,110.10",4.3,0.39
Bharti Airtel,746.85,735.70,744.95,742.10,2.85,0.38
Titan Company,"2,409.00","2,365.05","2,400.00","2,391.30",8.7,0.36
HDFC Life,694.45,686.00,691.00,688.85,2.15,0.31
Wipro,647.30,626.05,645.90,644.05,1.85,0.29
Axis Bank,692.65,677.35,688.25,686.40,1.85,0.27
Dr Reddys Labs,"4,629.30","4,551.50","4,618.15","4,607.60",10.55,0.23
Eicher Motors,"2,563.80","2,505.70","2,553.05","2,548.05",5,0.2
Bajaj Finance,"7,155.00","6,924.10","7,067.60","7,058.30",9.3,0.13
Hero Motocorp,"2,646.10","2,600.00","2,636.55","2,634.60",1.95,0.07
