company_name,high,low,last_price,prev_close,change,percent_gain
JSW Steel,572.35,549.20,567.05,551.25,15.8,2.87
NTPC,160.20,156.45,159.25,156.00,3.25,2.08
TATA Cons. Prod,780.50,759.80,774.75,759.75,15,1.97
Coal India,196.55,193.20,195.35,192.90,2.45,1.27
Kotak Mahindra,"1,873.80","1,835.35","1,868.40","1,846.85",21.55,1.17
HDFC,"2,332.00","2,292.35","2,329.20","2,306.75",22.45,0.97
Asian Paints,"2,939.90","2,859.65","2,883.00","2,859.65",23.35,0.82
HDFC Life,606.65,596.65,603.85,598.95,4.9,0.82
Tata Steel,"1,079.00","1,058.90","1,063.90","1,055.65",8.25,0.78
SBI,471.85,467.10,471.45,468.10,3.35,0.72
BPCL,331.85,326.65,328.40,326.20,2.2,0.67
Axis Bank,690.50,682.00,689.75,685.20,4.55,0.66
HDFC Bank,"1,400.45","1,379.15","1,397.70","1,388.95",8.75,0.63
Reliance,"2,652.00","2,625.00","2,646.70","2,632.65",14.05,0.53
ITC,274.10,270.20,272.05,270.65,1.4,0.52
Maruti Suzuki,"8,068.90","7,940.00","7,991.95","7,966.35",25.6,0.32
Divis Labs,"3,637.25","3,583.05","3,593.90","3,591.30",2.6,0.07
ICICI Bank,755.60,747.40,752.95,752.85,0.1,0.01
