company_name,high,low,last_price,prev_close,change,percent_gain
NTPC,131.90,126.75,130.90,126.00,4.9,3.89
ONGC,148.60,143.10,147.95,143.05,4.9,3.43
Power Grid Corp,213.00,205.50,210.90,205.00,5.9,2.88
SBI,483.30,471.05,482.75,470.80,11.95,2.54
Axis Bank,709.80,700.05,707.20,696.35,10.85,1.56
ICICI Bank,778.00,763.60,775.50,764.70,10.8,1.41
Kotak Mahindra,"1,852.90","1,815.30","1,845.35","1,824.45",20.9,1.15
Reliance,"2,433.50","2,404.00","2,430.50","2,403.85",26.65,1.11
Bajaj Auto,"3,312.00","3,270.65","3,309.00","3,277.10",31.9,0.97
IOC,114.90,113.40,114.05,112.95,1.1,0.97
SBI Life Insura,"1,227.00","1,205.50","1,219.75","1,209.40",10.35,0.86
Bajaj Finance,"7,333.75","7,235.50","7,277.60","7,219.60",58,0.8
Adani Ports,747.00,736.40,742.10,736.60,5.5,0.75
Maruti Suzuki,"7,649.00","7,520.00","7,580.00","7,523.90",56.1,0.75
Titan Company,"2,547.85","2,524.40","2,542.00","2,523.85",18.15,0.72
HUL,"2,381.30","2,355.35","2,378.05","2,361.30",16.75,0.71
Larsen,"1,943.00","1,914.55","1,935.85","1,922.85",13,0.68
TCS,"3,852.00","3,811.70","3,842.95","3,817.75",25.2,0.66
ITC,221.70,219.20,220.50,219.10,1.4,0.64
M&M,842.00,831.25,834.95,829.80,5.15,0.62
Asian Paints,"3,454.00","3,415.05","3,442.85","3,422.40",20.45,0.6
Bharti Airtel,696.65,690.40,695.05,691.30,3.75,0.54
Bajaj Finserv,"17,184.55","16,852.10","17,067.80","16,981.30",86.5,0.51
Tata Steel,"1,159.70","1,141.40","1,147.45","1,142.45",5,0.44
Hero Motocorp,"2,496.60","2,468.40","2,487.00","2,476.60",10.4,0.42
Britannia,"3,643.60","3,610.00","3,631.60","3,617.55",14.05,0.39
BPCL,393.75,386.60,387.55,386.10,1.45,0.38
Grasim,"1,676.90","1,658.00","1,667.85","1,661.60",6.25,0.38
HDFC,"2,654.00","2,620.35","2,643.60","2,636.40",7.2,0.27
HDFC Life,655.00,649.05,652.20,650.50,1.7,0.26
JSW Steel,673.90,665.50,668.75,667.05,1.7,0.25
Eicher Motors,"2,723.70","2,691.15","2,721.00","2,718.80",2.2,0.08
Nestle,"19,800.00","19,628.05","19,693.80","19,677.95",15.85,0.08
Tech Mahindra,"1,796.95","1,767.00","1,786.20","1,784.80",1.4,0.08
HDFC Bank,"1,527.80","1,507.80","1,520.20","1,519.65",0.55,0.04
