company_name,high,low,last_price,prev_close,change,percent_gain
IOC,135.50,131.85,134.00,130.55,3.45,2.64
Kotak Mahindra,"2,080.00","2,022.00","2,064.25","2,015.45",48.8,2.42
BPCL,454.00,443.05,447.00,441.10,5.9,1.34
ONGC,160.30,156.00,156.10,154.90,1.2,0.77
HDFC,"2,833.85","2,802.35","2,811.75","2,795.10",16.65,0.6
Power Grid Corp,197.35,194.80,195.30,194.35,0.95,0.49
Grasim,"1,710.00","1,690.05","1,698.85","1,692.50",6.35,0.38
Coal India,182.25,178.90,180.85,180.50,0.35,0.19
Cipla,917.90,905.70,907.20,905.90,1.3,0.14
Tata Motors,499.50,485.75,487.50,486.90,0.6,0.12
NTPC,148.00,146.00,146.35,146.25,0.1,0.07
