company_name,high,low,last_price,prev_close,change,percent_gain
Tata Steel,"1,438.65","1,398.00","1,429.90","1,384.15",45.75,3.31
Bajaj Finance,"7,182.25","6,980.00","7,161.10","6,966.60",194.5,2.79
Hindalco,452.50,440.65,449.45,437.90,11.55,2.64
Coal India,141.60,138.60,141.50,138.55,2.95,2.13
Titan Company,"1,866.90","1,831.80","1,860.70","1,822.55",38.15,2.09
Larsen,"1,684.95","1,645.10","1,671.35","1,638.10",33.25,2.03
Tata Motors,293.50,289.90,291.05,285.75,5.3,1.85
Axis Bank,768.45,754.00,766.20,752.40,13.8,1.83
Maruti Suzuki,"6,774.00","6,653.85","6,737.30","6,624.85",112.45,1.7
Bharti Airtel,609.45,590.10,604.60,595.15,9.45,1.59
Asian Paints,"3,085.00","3,048.05","3,083.95","3,036.80",47.15,1.55
Sun Pharma,784.95,768.15,782.60,771.80,10.8,1.4
SBI,419.50,413.50,418.05,412.45,5.6,1.36
JSW Steel,694.00,683.05,686.50,677.50,9,1.33
Bajaj Finserv,"16,475.00","16,260.00","16,408.15","16,195.60",212.55,1.31
M&M,792.85,783.00,785.10,775.15,9.95,1.28
IndusInd Bank,"1,004.25",991.30,"1,002.50",990.20,12.3,1.24
Hero Motocorp,"2,710.00","2,680.00","2,706.80","2,674.05",32.75,1.22
Reliance,"2,263.00","2,236.80","2,254.35","2,227.40",26.95,1.21
ONGC,118.90,116.75,118.05,116.65,1.4,1.2
Grasim,"1,481.90","1,462.00","1,475.35","1,458.30",17.05,1.17
ICICI Bank,710.95,700.90,706.80,699.75,7.05,1.01
Kotak Mahindra,"1,735.65","1,715.95","1,729.95","1,713.55",16.4,0.96
HDFC,"2,752.00","2,725.50","2,743.55","2,718.20",25.35,0.93
Dr Reddys Labs,"4,656.00","4,578.05","4,641.60","4,600.55",41.05,0.89
Divis Labs,"4,974.85","4,930.00","4,954.00","4,910.70",43.3,0.88
Shree Cements,"27,179.95","26,894.40","27,131.45","26,897.75",233.7,0.87
HDFC Bank,"1,566.95","1,551.60","1,561.80","1,548.45",13.35,0.86
UPL,737.90,730.00,735.50,729.25,6.25,0.86
Bajaj Auto,"3,739.70","3,712.55","3,728.65","3,699.45",29.2,0.79
TATA Cons. Prod,857.95,850.00,854.60,847.95,6.65,0.78
UltraTechCement,"7,629.40","7,571.00","7,619.75","7,565.60",54.15,0.72
NTPC,114.55,113.25,114.10,113.40,0.7,0.62
HDFC Life,712.75,706.10,707.95,704.10,3.85,0.55
IOC,107.25,106.10,106.50,105.95,0.55,0.52
Adani Ports,735.40,727.10,730.60,727.00,3.6,0.5
Cipla,930.00,920.45,926.80,923.90,2.9,0.31
Eicher Motors,"2,608.20","2,575.00","2,584.05","2,576.10",7.95,0.31
Power Grid Corp,175.65,172.80,174.85,174.35,0.5,0.29
Britannia,"3,988.00","3,932.20","3,950.45","3,941.55",8.9,0.23
BPCL,474.90,471.80,472.20,471.30,0.9,0.19
TCS,"3,731.00","3,711.00","3,726.70","3,720.15",6.55,0.18
HUL,"2,705.75","2,677.00","2,681.50","2,677.95",3.55,0.13
ITC,206.90,206.00,206.10,205.90,0.2,0.1
Infosys,"1,718.65","1,703.05","1,709.05","1,708.80",0.25,0.01
