company_name,high,low,last_price,prev_close,change,percent_gain
UPL,730.65,709.00,727.90,705.00,22.9,3.25
Eicher Motors,"3,179.00","3,077.60","3,168.90","3,081.20",87.7,2.85
Kotak Mahindra,"1,839.00","1,789.70","1,834.05","1,800.55",33.5,1.86
Titan Company,"2,329.00","2,283.10","2,324.80","2,288.60",36.2,1.58
Britannia,"3,929.00","3,843.65","3,899.90","3,855.50",44.4,1.15
HDFC Bank,"1,377.70","1,362.40","1,375.45","1,360.75",14.7,1.08
Hindalco,380.20,376.75,379.85,375.95,3.9,1.04
HDFC,"2,271.15","2,250.60","2,264.65","2,242.40",22.25,0.99
ICICI Bank,794.70,789.10,793.10,786.00,7.1,0.9
Grasim,"1,479.70","1,457.10","1,477.15","1,464.60",12.55,0.86
Maruti Suzuki,"8,889.00","8,821.50","8,865.00","8,797.00",68,0.77
Reliance,"2,516.30","2,495.00","2,505.10","2,486.30",18.8,0.76
SBI,517.50,513.00,515.50,512.05,3.45,0.67
Hero Motocorp,"2,873.15","2,840.30","2,864.95","2,847.80",17.15,0.6
Cipla,976.50,968.60,973.40,968.50,4.9,0.51
HUL,"2,628.50","2,611.05","2,620.50","2,607.45",13.05,0.5
HDFC Life,532.60,528.55,531.65,529.10,2.55,0.48
Dr Reddys Labs,"4,406.80","4,382.10","4,391.05","4,371.10",19.95,0.46
Axis Bank,720.95,715.10,718.75,715.55,3.2,0.45
Sun Pharma,875.70,866.50,872.75,869.65,3.1,0.36
Tata Steel,944.00,935.55,937.70,934.30,3.4,0.36
Adani Ports,764.95,753.60,756.55,754.25,2.3,0.3
Tata Motors,459.95,454.60,456.00,454.85,1.15,0.25
Tata Motors,459.95,454.60,456.00,454.85,1.15,0.25
Nestle,"19,084.00","18,835.55","18,879.00","18,839.95",39.05,0.21
UltraTechCement,"6,194.90","6,111.20","6,143.20","6,130.70",12.5,0.2
M&M,"1,185.90","1,170.30","1,176.70","1,175.15",1.55,0.13
Asian Paints,"3,092.75","3,048.00","3,069.00","3,066.10",2.9,0.09
