company_name,high,low,last_price,prev_close,change,percent_gain
M&M,919.95,895.00,916.25,892.15,24.1,2.7
UPL,769.25,741.10,765.10,746.35,18.75,2.51
Britannia,"3,695.00","3,600.00","3,693.95","3,621.60",72.35,2
Bharti Airtel,725.50,707.35,724.85,713.20,11.65,1.63
Sun Pharma,810.90,797.00,809.15,801.35,7.8,0.97
Cipla,924.50,910.00,922.85,914.15,8.7,0.95
Dr Reddys Labs,"4,830.00","4,774.00","4,824.00","4,792.35",31.65,0.66
TATA Cons. Prod,843.50,830.75,841.00,835.65,5.35,0.64
Reliance,"2,539.00","2,503.65","2,537.40","2,521.70",15.7,0.62
IOC,141.30,139.15,140.45,139.70,0.75,0.54
ONGC,158.35,156.45,157.45,156.65,0.8,0.51
Axis Bank,749.50,732.00,748.75,745.05,3.7,0.5
Tata Motors,513.85,500.20,512.00,509.65,2.35,0.46
Eicher Motors,"2,765.55","2,710.00","2,736.50","2,724.25",12.25,0.45
Larsen,"1,952.80","1,932.00","1,952.00","1,943.60",8.4,0.43
BPCL,434.00,430.15,431.60,430.50,1.1,0.26
ITC,230.45,227.20,229.35,228.75,0.6,0.26
Tech Mahindra,"1,573.35","1,546.55","1,562.85","1,559.20",3.65,0.23
Hero Motocorp,"2,731.95","2,701.85","2,720.25","2,714.35",5.9,0.22
