company_name,high,low,last_price,prev_close,change,percent_gain
Grasim,"1,735.30","1,694.00","1,734.80","1,685.55",49.25,2.92
Bajaj Finance,"7,320.00","7,120.00","7,305.00","7,103.15",201.85,2.84
ICICI Bank,755.25,744.10,755.15,734.65,20.5,2.79
Bajaj Finserv,"17,560.00","17,166.00","17,509.35","17,109.00",400.35,2.34
SBI,487.50,480.25,487.15,476.70,10.45,2.19
Infosys,"1,759.80","1,732.60","1,748.20","1,711.65",36.55,2.14
JSW Steel,675.00,660.15,673.45,660.65,12.8,1.94
Sun Pharma,763.50,747.35,758.05,743.70,14.35,1.93
HCL Tech,"1,181.60","1,157.05","1,171.60","1,149.65",21.95,1.91
Larsen,"1,841.00","1,802.00","1,831.30","1,798.10",33.2,1.85
UltraTechCement,"7,440.00","7,300.00","7,429.10","7,299.40",129.7,1.78
Shree Cements,"26,200.00","25,850.00","26,175.00","25,746.55",428.45,1.66
Wipro,653.00,638.25,642.85,632.40,10.45,1.65
ONGC,150.35,147.00,148.10,145.90,2.2,1.51
HDFC,"2,864.00","2,820.05","2,859.15","2,817.50",41.65,1.48
Hindalco,449.35,440.10,448.90,442.50,6.4,1.45
Britannia,"3,528.40","3,483.00","3,522.20","3,474.20",48,1.38
Reliance,"2,431.80","2,406.30","2,414.40","2,381.85",32.55,1.37
Tata Steel,"1,169.70","1,149.00","1,164.50","1,148.80",15.7,1.37
Bharti Airtel,713.90,702.30,707.90,698.85,9.05,1.29
Tech Mahindra,"1,614.80","1,582.05","1,596.90","1,576.65",20.25,1.28
Asian Paints,"3,069.00","3,031.00","3,068.30","3,030.35",37.95,1.25
IOC,122.55,121.60,122.10,120.60,1.5,1.24
TCS,"3,646.45","3,601.00","3,628.95","3,584.50",44.45,1.24
Tata Motors,488.00,483.50,487.45,481.80,5.65,1.17
Hero Motocorp,"2,500.00","2,460.15","2,489.80","2,461.80",28,1.14
HDFC Bank,"1,547.40","1,534.00","1,543.00","1,525.70",17.3,1.13
Cipla,902.00,890.30,898.45,889.25,9.2,1.03
BPCL,392.05,389.15,391.65,387.80,3.85,0.99
Adani Ports,755.65,748.20,752.10,744.70,7.4,0.99
Axis Bank,697.25,687.65,693.80,687.00,6.8,0.99
IndusInd Bank,941.40,932.50,935.50,926.65,8.85,0.96
UPL,735.65,727.05,733.80,726.95,6.85,0.94
Dr Reddys Labs,"4,569.95","4,527.25","4,562.65","4,520.70",41.95,0.93
M&M,836.10,826.95,832.65,825.95,6.7,0.81
Bajaj Auto,"3,323.80","3,297.00","3,311.70","3,286.45",25.25,0.77
ITC,222.85,221.00,222.30,220.65,1.65,0.75
Eicher Motors,"2,507.85","2,465.00","2,488.85","2,471.80",17.05,0.69
NTPC,126.35,124.85,126.20,125.35,0.85,0.68
Titan Company,"2,402.90","2,377.10","2,395.40","2,380.55",14.85,0.62
HUL,"2,342.00","2,318.25","2,334.95","2,321.60",13.35,0.58
Coal India,151.75,150.05,151.15,150.65,0.5,0.33
Power Grid Corp,207.65,203.55,206.45,205.80,0.65,0.32
TATA Cons. Prod,767.80,758.60,762.00,760.70,1.3,0.17
Nestle,"19,440.00","19,225.05","19,373.55","19,344.25",29.3,0.15
Kotak Mahindra,"1,970.00","1,926.55","1,939.00","1,937.15",1.85,0.1
SBI Life Insura,"1,169.90","1,158.60","1,159.55","1,159.15",0.4,0.03
