company_name,high,low,last_price,prev_close,change,percent_gain
HDFC Life,721.35,704.80,717.85,702.60,15.25,2.17
Hindalco,467.00,460.15,463.65,453.95,9.7,2.14
Tech Mahindra,"1,560.00","1,531.30","1,549.95","1,521.95",28,1.84
Adani Ports,747.70,734.25,743.80,735.10,8.7,1.18
Wipro,652.00,645.80,648.65,641.80,6.85,1.07
Infosys,"1,757.00","1,738.05","1,751.50","1,733.30",18.2,1.05
M&M,937.85,927.30,934.40,924.75,9.65,1.04
Britannia,"3,696.70","3,641.25","3,680.00","3,643.40",36.6,1
Bharti Airtel,737.50,725.25,735.20,728.60,6.6,0.91
ONGC,155.00,153.30,154.90,153.50,1.4,0.91
Eicher Motors,"2,729.00","2,697.55","2,727.85","2,704.35",23.5,0.87
Bajaj Finserv,"18,148.90","17,925.05","18,018.00","17,871.35",146.65,0.82
Asian Paints,"3,114.70","3,075.80","3,085.00","3,063.50",21.5,0.7
Sun Pharma,805.00,798.70,800.35,794.85,5.5,0.69
SBI Life Insura,"1,169.95","1,147.60","1,160.90","1,153.20",7.7,0.67
TATA Cons. Prod,852.85,840.00,842.85,837.65,5.2,0.62
HUL,"2,394.25","2,376.20","2,390.80","2,376.20",14.6,0.61
UPL,774.70,765.05,768.95,764.70,4.25,0.56
HCL Tech,"1,174.90","1,163.00","1,166.80","1,160.70",6.1,0.53
BPCL,430.00,426.35,427.25,425.30,1.95,0.46
Kotak Mahindra,"2,080.00","2,053.05","2,063.40","2,054.10",9.3,0.45
Reliance,"2,574.30","2,557.00","2,564.50","2,554.55",9.95,0.39
Dr Reddys Labs,"4,850.00","4,815.00","4,832.25","4,814.95",17.3,0.36
Bajaj Finance,"7,531.00","7,453.00","7,478.80","7,452.70",26.1,0.35
Nestle,"19,150.00","18,860.85","18,920.10","18,854.00",66.1,0.35
Cipla,911.80,905.00,908.00,904.90,3.1,0.34
Larsen,"1,950.70","1,931.20","1,935.75","1,931.70",4.05,0.21
HDFC,"2,940.00","2,905.45","2,914.55","2,908.85",5.7,0.2
Grasim,"1,875.00","1,846.50","1,847.75","1,844.35",3.4,0.18
ICICI Bank,777.75,771.20,772.85,771.45,1.4,0.18
ITC,231.65,229.15,230.35,230.00,0.35,0.15
Maruti Suzuki,"7,544.00","7,451.40","7,459.80","7,453.45",6.35,0.09
Titan Company,"2,561.75","2,523.00","2,528.35","2,528.10",0.25,0.01
