company_name,high,low,last_price,prev_close,change,percent_gain
NTPC,128.45,125.90,127.90,126.35,1.55,1.23
Kotak Mahindra,"1,864.80","1,836.75","1,859.30","1,840.40",18.9,1.03
Axis Bank,718.35,707.55,717.60,710.90,6.7,0.94
Larsen,"1,884.00","1,863.65","1,880.75","1,865.70",15.05,0.81
Bajaj Auto,"3,318.90","3,275.00","3,311.80","3,291.65",20.15,0.61
M&M,853.70,838.20,841.30,836.85,4.45,0.53
Eicher Motors,"2,508.15","2,475.25","2,497.25","2,487.45",9.8,0.39
Tata Motors,492.25,487.25,491.15,489.40,1.75,0.36
Hero Motocorp,"2,499.00","2,476.15","2,490.90","2,483.80",7.1,0.29
UPL,750.00,742.25,749.00,747.05,1.95,0.26
IndusInd Bank,950.85,940.10,947.45,946.05,1.4,0.15
Cipla,901.85,895.00,895.95,895.60,0.35,0.04
Maruti Suzuki,"7,523.30","7,453.05","7,494.25","7,493.15",1.1,0.01
