company_name,high,low,last_price,prev_close,change,percent_gain
Reliance,"2,527.85","2,441.70","2,506.15","2,451.25",54.9,2.24
HDFC,"2,415.95","2,368.60","2,380.00","2,331.65",48.35,2.07
Nestle,"19,774.00","19,254.50","19,769.75","19,387.85",381.9,1.97
Axis Bank,838.45,816.90,831.70,816.35,15.35,1.88
ITC,347.30,339.80,345.20,340.30,4.9,1.44
Bajaj Auto,"3,716.95","3,623.75","3,655.00","3,611.30",43.7,1.21
HDFC Bank,"1,477.40","1,455.30","1,459.55","1,443.85",15.7,1.09
SBI Life Insura,"1,231.30","1,213.35","1,230.35","1,219.05",11.3,0.93
Power Grid Corp,216.90,212.95,214.25,212.35,1.9,0.89
Grasim,"1,712.65","1,677.50","1,701.25","1,688.25",13,0.77
Eicher Motors,"3,685.00","3,622.05","3,640.00","3,612.50",27.5,0.76
Titan Company,"2,677.00","2,648.75","2,660.85","2,641.10",19.75,0.75
Hindalco,398.10,391.20,395.75,393.45,2.3,0.58
Adani Ports,823.45,809.10,814.65,809.95,4.7,0.58
Tech Mahindra,"1,030.00","1,019.80","1,024.25","1,019.40",4.85,0.48
Adani Enterpris,"3,310.00","3,274.00","3,299.90","3,284.30",15.6,0.47
Apollo Hospital,"4,405.90","4,341.10","4,381.70","4,366.00",15.7,0.36
Tata Steel,101.25,99.70,100.90,100.65,0.25,0.25
Tata Steel,101.25,99.70,100.90,100.65,0.25,0.25
Cipla,"1,145.00","1,126.00","1,128.40","1,125.85",2.55,0.23
UltraTechCement,"6,429.00","6,348.10","6,360.20","6,346.75",13.45,0.21
BPCL,298.95,295.40,296.30,295.75,0.55,0.19
HDFC Life,535.40,530.85,532.10,531.25,0.85,0.16
Divis Labs,"3,585.75","3,562.05","3,574.80","3,572.25",2.55,0.07
Wipro,381.20,377.60,379.45,379.30,0.15,0.04
