company_name,high,low,last_price,prev_close,change,percent_gain
IndusInd Bank,933.00,890.15,931.95,883.00,48.95,5.54
Eicher Motors,"2,482.45","2,385.05","2,478.00","2,370.45",107.55,4.54
Maruti Suzuki,"7,369.00","7,130.05","7,340.00","7,067.80",272.2,3.85
Axis Bank,677.10,660.00,676.00,655.65,20.35,3.1
Tech Mahindra,"1,589.00","1,550.00","1,584.60","1,541.45",43.15,2.8
JSW Steel,625.20,614.00,623.50,608.40,15.1,2.48
Hindalco,426.00,416.10,422.95,412.75,10.2,2.47
HDFC,"2,757.45","2,700.05","2,738.45","2,673.10",65.35,2.44
Tata Motors,471.70,463.55,469.10,458.60,10.5,2.29
Reliance,"2,454.95","2,425.10","2,451.85","2,405.40",46.45,1.93
SBI,470.80,464.00,469.00,460.55,8.45,1.83
ICICI Bank,728.40,715.00,727.25,714.35,12.9,1.81
HDFC Life,694.00,678.05,692.50,680.80,11.7,1.72
HCL Tech,"1,163.00","1,145.20","1,158.00","1,138.65",19.35,1.7
Nestle,"19,436.85","19,161.90","19,421.10","19,152.55",268.55,1.4
Coal India,154.70,152.55,154.10,152.00,2.1,1.38
Larsen,"1,794.00","1,762.05","1,787.65","1,764.75",22.9,1.3
Adani Ports,699.90,682.75,692.45,683.85,8.6,1.26
TCS,"3,590.00","3,535.00","3,572.05","3,529.15",42.9,1.22
Asian Paints,"3,199.75","3,154.25","3,180.80","3,143.65",37.15,1.18
HUL,"2,346.75","2,323.25","2,344.70","2,317.55",27.15,1.17
Infosys,"1,741.90","1,715.00","1,732.25","1,712.65",19.6,1.14
Bajaj Finance,"7,107.70","7,005.10","7,075.15","6,997.25",77.9,1.11
Bajaj Finserv,"17,546.70","17,201.00","17,408.05","17,237.35",170.7,0.99
Bharti Airtel,737.40,728.25,734.45,728.25,6.2,0.85
SBI Life Insura,"1,179.45","1,155.50","1,169.10","1,160.55",8.55,0.74
Grasim,"1,687.30","1,653.35","1,674.60","1,662.45",12.15,0.73
Britannia,"3,606.70","3,550.50","3,570.60","3,545.50",25.1,0.71
TATA Cons. Prod,790.85,776.80,784.10,778.60,5.5,0.71
Bajaj Auto,"3,294.20","3,241.35","3,256.00","3,240.30",15.7,0.48
Kotak Mahindra,"1,985.90","1,948.40","1,971.30","1,961.90",9.4,0.48
UPL,693.75,681.55,684.90,681.70,3.2,0.47
HDFC Bank,"1,506.45","1,489.10","1,499.70","1,493.55",6.15,0.41
Hero Motocorp,"2,480.00","2,441.35","2,459.45","2,449.30",10.15,0.41
UltraTechCement,"7,678.75","7,356.00","7,463.70","7,433.75",29.95,0.4
NTPC,132.95,125.85,127.75,127.25,0.5,0.39
Tata Steel,"1,097.00","1,073.00","1,075.20","1,071.20",4,0.37
BPCL,375.95,367.25,371.00,370.00,1,0.27
ITC,223.30,220.95,221.40,221.15,0.25,0.11
Wipro,645.95,635.80,637.50,637.25,0.25,0.04
