company_name,high,low,last_price,prev_close,change,percent_gain
Sun Pharma,830.80,816.50,830.80,815.10,15.7,1.93
Dr Reddys Labs,"4,829.65","4,743.80","4,829.00","4,743.80",85.2,1.8
Divis Labs,"4,611.00","4,517.25","4,593.55","4,525.35",68.2,1.51
IndusInd Bank,874.00,854.00,862.05,852.65,9.4,1.1
Cipla,947.60,935.25,942.95,933.30,9.65,1.03
Titan Company,"2,406.80","2,370.35","2,397.15","2,379.85",17.3,0.73
ICICI Bank,744.95,735.25,740.55,735.80,4.75,0.65
HCL Tech,"1,294.90","1,277.10","1,289.40","1,283.90",5.5,0.43
SBI Life Insura,"1,185.00","1,167.00","1,182.60","1,177.60",5,0.42
HUL,"2,321.85","2,305.55","2,318.45","2,309.10",9.35,0.4
Bajaj Finserv,"16,199.00","15,966.00","16,146.00","16,100.85",45.15,0.28
Eicher Motors,"2,497.25","2,470.00","2,485.95","2,480.40",5.55,0.22
Asian Paints,"3,386.00","3,346.20","3,375.30","3,368.20",7.1,0.21
UltraTechCement,"7,435.00","7,373.70","7,420.00","7,406.10",13.9,0.19
Wipro,710.00,700.05,706.80,705.45,1.35,0.19
NTPC,124.70,123.20,124.30,124.10,0.2,0.16
Bharti Airtel,683.50,678.50,680.65,680.05,0.6,0.09
TCS,"3,719.95","3,692.25","3,709.45","3,706.55",2.9,0.08
Infosys,"1,893.80","1,876.40","1,889.10","1,888.00",1.1,0.06
Tech Mahindra,"1,821.00","1,796.10","1,807.00","1,806.10",0.9,0.05
