company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finance,"6,077.00","5,861.05","6,046.70","5,817.80",228.9,3.93
HDFC Life,596.50,577.40,595.00,578.05,16.95,2.93
Bajaj Finserv,"12,890.00","12,604.55","12,813.60","12,477.75",335.85,2.69
IndusInd Bank,924.00,905.20,920.20,897.60,22.6,2.52
Tech Mahindra,"1,115.00","1,092.00","1,100.60","1,078.60",22,2.04
Kotak Mahindra,"1,947.80","1,913.00","1,947.00","1,908.65",38.35,2.01
Apollo Hospital,"3,813.55","3,573.00","3,732.35","3,662.80",69.55,1.9
HCL Tech,"1,010.45",989.00,997.50,980.70,16.8,1.71
Hero Motocorp,"2,685.00","2,638.00","2,681.60","2,636.45",45.15,1.71
SBI Life Insura,"1,127.95","1,102.85","1,123.95","1,105.35",18.6,1.68
HUL,"2,320.00","2,280.50","2,317.15","2,280.20",36.95,1.62
Tata Motors,431.75,425.50,426.90,420.65,6.25,1.49
HDFC,"2,324.50","2,300.30","2,320.05","2,287.75",32.3,1.41
HDFC Bank,"1,386.00","1,370.75","1,385.35","1,366.70",18.65,1.36
Infosys,"1,467.00","1,437.40","1,442.85","1,423.95",18.9,1.33
Maruti Suzuki,"7,965.90","7,833.00","7,899.80","7,805.00",94.8,1.21
Divis Labs,"3,538.65","3,470.00","3,489.95","3,448.70",41.25,1.2
Wipro,466.65,456.25,458.50,453.35,5.15,1.14
UltraTechCement,"5,976.50","5,905.00","5,937.40","5,874.25",63.15,1.08
Larsen,"1,591.95","1,574.00","1,580.00","1,564.55",15.45,0.99
Eicher Motors,"2,765.00","2,730.00","2,751.90","2,725.10",26.8,0.98
Shree Cements,"21,900.00","21,660.05","21,898.95","21,691.20",207.75,0.96
ICICI Bank,738.50,733.05,735.20,728.50,6.7,0.92
UPL,762.70,751.00,753.45,747.45,6,0.8
Grasim,"1,422.95","1,396.80","1,403.55","1,392.55",11,0.79
Hindalco,426.95,410.55,410.80,407.85,2.95,0.72
Dr Reddys Labs,"4,350.00","4,268.95","4,334.90","4,304.15",30.75,0.71
Axis Bank,693.80,686.30,687.60,683.25,4.35,0.64
TCS,"3,278.90","3,229.20","3,243.95","3,226.95",17,0.53
TATA Cons. Prod,731.60,723.05,725.10,722.25,2.85,0.39
SBI,475.00,469.25,470.20,468.90,1.3,0.28
Cipla,977.80,962.30,966.80,964.55,2.25,0.23
Sun Pharma,912.80,896.00,900.95,899.95,1,0.11
M&M,943.70,924.40,930.25,929.80,0.45,0.05
