company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,433.00,422.00,429.25,414.25,15,3.62
JSW Steel,673.45,652.90,669.75,652.80,16.95,2.6
Infosys,"1,603.85","1,587.50","1,595.00","1,566.10",28.9,1.85
Cipla,"1,033.80","1,015.00","1,029.45","1,011.85",17.6,1.74
Tata Steel,109.50,106.65,108.85,107.05,1.8,1.68
Tata Steel,109.50,106.65,108.85,107.05,1.8,1.68
Apollo Hospital,"4,375.00","4,317.30","4,368.40","4,310.05",58.35,1.35
Nestle,"19,670.00","19,396.10","19,620.00","19,365.90",254.1,1.31
Dr Reddys Labs,"4,159.30","4,103.05","4,143.00","4,096.30",46.7,1.14
UltraTechCement,"6,685.35","6,625.00","6,663.90","6,602.70",61.2,0.93
Wipro,440.30,435.20,436.25,432.35,3.9,0.9
Larsen,"1,814.80","1,793.80","1,804.00","1,789.80",14.2,0.79
Asian Paints,"3,476.95","3,448.05","3,464.00","3,439.65",24.35,0.71
Sun Pharma,909.60,899.25,903.35,897.00,6.35,0.71
Divis Labs,"3,885.00","3,816.00","3,847.40","3,820.85",26.55,0.69
UPL,740.95,734.00,736.15,731.35,4.8,0.66
HCL Tech,969.95,960.40,963.40,957.20,6.2,0.65
Tech Mahindra,"1,072.70","1,057.25","1,059.30","1,052.65",6.65,0.63
Adani Ports,820.50,810.00,812.20,807.20,5,0.62
ITC,310.35,307.25,309.70,308.15,1.55,0.5
Bajaj Finance,"7,385.00","7,308.25","7,327.65","7,296.35",31.3,0.43
TCS,"3,387.90","3,348.10","3,353.00","3,339.50",13.5,0.4
ONGC,137.15,134.00,136.05,135.65,0.4,0.29
Eicher Motors,"3,196.50","3,120.00","3,147.00","3,138.20",8.8,0.28
Bajaj Finserv,"15,406.95","15,260.00","15,263.25","15,243.90",19.35,0.13
BPCL,337.75,334.00,334.25,333.90,0.35,0.1
Grasim,"1,601.70","1,587.15","1,588.50","1,586.85",1.65,0.1
Hero Motocorp,"2,827.95","2,797.05","2,804.75","2,801.90",2.85,0.1
HUL,"2,643.45","2,618.20","2,629.00","2,626.35",2.65,0.1
HDFC Bank,"1,446.70","1,433.60","1,434.00","1,433.60",0.4,0.03
