company_name,high,low,last_price,prev_close,change,percent_gain
Adani Ports,856.50,826.00,849.70,818.55,31.15,3.81
Eicher Motors,"2,584.10","2,510.00","2,575.50","2,508.95",66.55,2.65
Tata Motors,460.35,448.30,457.40,446.75,10.65,2.38
Hero Motocorp,"2,352.65","2,315.00","2,348.00","2,311.75",36.25,1.57
ONGC,171.20,169.30,170.65,168.05,2.6,1.55
NTPC,146.45,144.75,146.40,144.30,2.1,1.46
Dr Reddys Labs,"4,408.00","4,318.00","4,379.05","4,317.15",61.9,1.43
Titan Company,"2,556.70","2,520.05","2,552.70","2,517.00",35.7,1.42
UPL,800.65,790.30,795.00,784.35,10.65,1.36
Shree Cements,"25,049.90","24,682.50","25,035.00","24,765.05",269.95,1.09
Grasim,"1,697.95","1,669.55","1,696.80","1,679.70",17.1,1.02
TCS,"3,820.00","3,772.00","3,806.40","3,770.35",36.05,0.96
M&M,852.00,835.05,841.55,833.70,7.85,0.94
Maruti Suzuki,"7,900.00","7,781.00","7,845.00","7,774.80",70.2,0.9
Bajaj Auto,"3,810.00","3,765.00","3,796.00","3,763.65",32.35,0.86
HUL,"2,146.15","2,127.00","2,144.75","2,128.45",16.3,0.77
Britannia,"3,306.85","3,271.90","3,293.35","3,270.00",23.35,0.71
IOC,123.50,122.35,123.15,122.30,0.85,0.7
Asian Paints,"3,140.00","3,080.00","3,137.15","3,118.00",19.15,0.61
Nestle,"17,931.05","17,718.40","17,923.70","17,820.15",103.55,0.58
TATA Cons. Prod,798.70,788.20,792.60,788.10,4.5,0.57
HCL Tech,"1,203.00","1,184.10","1,193.35","1,187.05",6.3,0.53
ITC,259.25,255.10,256.75,255.45,1.3,0.51
JSW Steel,739.10,730.15,736.30,732.70,3.6,0.49
Power Grid Corp,230.55,226.90,228.50,227.40,1.1,0.48
Larsen,"1,841.70","1,827.00","1,834.80","1,826.35",8.45,0.46
Tech Mahindra,"1,522.50","1,500.00","1,504.60","1,498.65",5.95,0.4
ICICI Bank,750.60,743.00,748.95,746.60,2.35,0.31
Sun Pharma,940.70,924.15,928.65,926.05,2.6,0.28
SBI,514.40,509.30,513.75,512.40,1.35,0.26
UltraTechCement,"6,770.00","6,680.05","6,751.35","6,743.90",7.45,0.11
