company_name,high,low,last_price,prev_close,change,percent_gain
Apollo Hospital,"4,398.00","4,284.00","4,338.50","4,277.15",61.35,1.43
HDFC Life,586.10,571.25,583.65,575.60,8.05,1.4
M&M,"1,330.65","1,311.20","1,328.30","1,312.05",16.25,1.24
Larsen,"1,936.00","1,900.25","1,936.00","1,912.95",23.05,1.2
Adani Ports,852.00,838.05,846.85,837.80,9.05,1.08
NTPC,166.40,161.80,162.30,160.70,1.6,1
Bajaj Finance,"7,313.00","7,173.45","7,243.00","7,181.30",61.7,0.86
Eicher Motors,"3,469.00","3,420.00","3,439.30","3,411.60",27.7,0.81
ITC,320.95,318.05,320.00,317.60,2.4,0.76
Kotak Mahindra,"1,926.80","1,904.40","1,917.40","1,902.85",14.55,0.76
SBI Life Insura,"1,311.00","1,292.45","1,306.25","1,296.55",9.7,0.75
Axis Bank,750.65,740.25,748.70,744.15,4.55,0.61
Titan Company,"2,645.00","2,608.05","2,634.40","2,622.00",12.4,0.47
Maruti Suzuki,"9,149.90","8,950.00","9,064.50","9,024.50",40,0.44
Britannia,"3,758.90","3,700.50","3,734.25","3,718.15",16.1,0.43
Bajaj Finserv,"17,845.00","17,250.00","17,478.95","17,406.40",72.55,0.42
Tech Mahindra,"1,063.00","1,047.05","1,057.00","1,052.90",4.1,0.39
SBI,537.85,531.25,534.50,533.30,1.2,0.23
JSW Steel,666.00,654.00,662.90,661.60,1.3,0.2
Grasim,"1,692.25","1,670.05","1,687.40","1,685.00",2.4,0.14
Sun Pharma,878.00,866.00,872.75,871.85,0.9,0.1
TCS,"3,163.00","3,120.30","3,134.60","3,131.70",2.9,0.09
HDFC Bank,"1,481.00","1,465.20","1,473.00","1,472.15",0.85,0.06
