company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,170.40,165.15,168.70,163.95,4.75,2.9
Kotak Mahindra,"1,888.90","1,830.25","1,882.25","1,835.00",47.25,2.57
HDFC,"2,494.90","2,441.60","2,491.60","2,435.35",56.25,2.31
Tata Steel,"1,249.00","1,226.00","1,248.10","1,222.35",25.75,2.11
HDFC Bank,"1,526.95","1,501.65","1,526.65","1,497.60",29.05,1.94
JSW Steel,677.35,664.10,675.25,663.05,12.2,1.84
Bajaj Finance,"7,240.00","7,065.00","7,224.00","7,117.35",106.65,1.5
Power Grid Corp,215.70,210.05,212.50,209.35,3.15,1.5
Bajaj Finserv,"16,544.70","16,033.00","16,500.50","16,257.80",242.7,1.49
Tata Motors,510.20,504.20,508.00,501.25,6.75,1.35
SBI,543.95,534.40,541.50,535.25,6.25,1.17
Axis Bank,814.20,803.10,813.25,803.85,9.4,1.17
Infosys,"1,764.40","1,748.75","1,756.60","1,737.30",19.3,1.11
IndusInd Bank,977.75,960.25,976.50,967.15,9.35,0.97
Grasim,"1,758.00","1,726.60","1,755.70","1,739.70",16,0.92
NTPC,136.50,134.30,136.20,135.05,1.15,0.85
TATA Cons. Prod,707.40,699.00,705.70,700.20,5.5,0.79
Larsen,"1,911.00","1,881.00","1,903.20","1,888.80",14.4,0.76
UPL,778.95,767.95,775.95,770.50,5.45,0.71
Hindalco,547.70,541.00,545.40,542.30,3.1,0.57
Cipla,977.35,963.00,973.20,968.25,4.95,0.51
Eicher Motors,"2,650.00","2,615.55","2,638.55","2,625.65",12.9,0.49
ICICI Bank,808.80,796.30,805.50,802.80,2.7,0.34
M&M,845.90,830.15,842.85,840.20,2.65,0.32
Adani Ports,741.00,728.05,735.60,733.45,2.15,0.29
UltraTechCement,"7,548.95","7,471.00","7,516.45","7,504.05",12.4,0.17
Divis Labs,"4,361.95","4,306.00","4,335.80","4,329.45",6.35,0.15
TCS,"3,789.80","3,758.00","3,766.20","3,760.55",5.65,0.15
Tech Mahindra,"1,466.95","1,450.30","1,457.05","1,454.80",2.25,0.15
Titan Company,"2,503.95","2,465.55","2,485.75","2,484.80",0.95,0.04
Wipro,574.25,566.20,569.10,568.95,0.15,0.03
