company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Auto,"3,660.00","3,590.10","3,658.80","3,586.90",71.9,2
Tata Motors,511.50,502.60,507.85,498.45,9.4,1.89
TATA Cons. Prod,714.00,701.50,712.30,701.00,11.3,1.61
ONGC,171.50,168.50,171.20,168.55,2.65,1.57
HDFC,"2,403.90","2,361.80","2,400.30","2,363.85",36.45,1.54
Hero Motocorp,"2,872.30","2,800.00","2,826.00","2,786.80",39.2,1.41
Tata Steel,"1,208.45","1,186.15","1,208.45","1,191.80",16.65,1.4
Reliance,"2,446.20","2,410.00","2,445.35","2,412.95",32.4,1.34
Cipla,955.50,932.60,944.00,933.10,10.9,1.17
JSW Steel,645.00,634.40,644.55,638.00,6.55,1.03
Eicher Motors,"2,762.75","2,710.00","2,729.85","2,706.45",23.4,0.86
Hindalco,539.00,528.30,533.80,529.30,4.5,0.85
Power Grid Corp,198.85,196.00,197.55,196.30,1.25,0.64
Divis Labs,"4,520.15","4,441.55","4,492.85","4,465.15",27.7,0.62
Tech Mahindra,"1,461.45","1,440.25","1,451.90","1,444.00",7.9,0.55
Nestle,"18,400.00","18,227.05","18,320.00","18,223.80",96.2,0.53
Coal India,165.50,163.30,164.70,163.85,0.85,0.52
Kotak Mahindra,"1,844.25","1,817.95","1,839.60","1,830.05",9.55,0.52
Titan Company,"2,537.50","2,487.60","2,500.45","2,488.05",12.4,0.5
IOC,123.95,121.40,122.10,121.50,0.6,0.49
Larsen,"1,880.70","1,854.10","1,869.55","1,860.70",8.85,0.48
BPCL,377.25,372.50,375.70,374.10,1.6,0.43
IndusInd Bank,980.00,951.10,972.35,968.40,3.95,0.41
M&M,877.30,863.00,866.90,864.25,2.65,0.31
Shree Cements,"25,189.75","24,579.25","24,989.95","24,916.35",73.6,0.3
Adani Ports,745.00,733.00,742.80,740.75,2.05,0.28
Wipro,572.40,561.15,565.30,563.90,1.4,0.25
Infosys,"1,749.00","1,721.00","1,735.45","1,733.30",2.15,0.12
HUL,"2,290.70","2,276.00","2,287.95","2,286.50",1.45,0.06
SBI,520.00,511.15,516.85,516.70,0.15,0.03
HDFC Bank,"1,522.00","1,503.25","1,516.10","1,515.75",0.35,0.02
