company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,434.95,423.70,434.40,420.85,13.55,3.22
Tata Motors,289.20,282.45,288.50,279.80,8.7,3.11
HDFC Life,691.85,673.00,688.65,671.10,17.55,2.62
Nestle,"20,325.00","19,786.00","20,208.20","19,779.85",428.35,2.17
ONGC,115.50,113.30,115.35,113.20,2.15,1.9
Adani Ports,715.00,695.40,706.90,695.40,11.5,1.65
TCS,"3,697.75","3,607.05","3,671.50","3,613.20",58.3,1.61
Coal India,138.25,136.50,138.25,136.20,2.05,1.51
Britannia,"3,871.90","3,797.00","3,865.00","3,812.20",52.8,1.39
Reliance,"2,208.90","2,180.10","2,206.90","2,183.70",23.2,1.06
BPCL,464.40,457.25,461.20,456.40,4.8,1.05
Tata Steel,"1,426.00","1,406.00","1,417.40","1,404.65",12.75,0.91
HUL,"2,666.45","2,622.05","2,654.20","2,633.00",21.2,0.81
TATA Cons. Prod,846.00,833.25,843.55,836.90,6.65,0.79
Eicher Motors,"2,579.35","2,541.20","2,566.10","2,547.90",18.2,0.71
Wipro,642.80,629.55,638.05,633.55,4.5,0.71
ITC,207.90,206.00,207.10,205.75,1.35,0.66
HDFC,"2,718.50","2,699.00","2,708.70","2,691.25",17.45,0.65
JSW Steel,701.00,692.00,695.85,691.65,4.2,0.61
Bajaj Auto,"3,759.95","3,698.20","3,737.10","3,714.75",22.35,0.6
HCL Tech,"1,169.90","1,140.30","1,159.45","1,152.90",6.55,0.57
Infosys,"1,746.90","1,718.00","1,730.00","1,720.85",9.15,0.53
IOC,106.95,105.80,106.45,105.90,0.55,0.52
Hero Motocorp,"2,708.00","2,675.80","2,689.50","2,675.85",13.65,0.51
Asian Paints,"3,063.00","3,012.60","3,059.85","3,045.95",13.9,0.46
UPL,737.95,729.45,733.55,731.05,2.5,0.34
NTPC,115.25,114.00,114.20,113.95,0.25,0.22
Bajaj Finance,"7,054.00","6,970.00","6,994.60","6,980.10",14.5,0.21
Larsen,"1,626.00","1,605.00","1,607.90","1,605.80",2.1,0.13
Tech Mahindra,"1,471.60","1,450.00","1,464.00","1,463.35",0.65,0.04
SBI Life Insura,"1,171.65","1,153.60","1,160.75","1,160.40",0.35,0.03
Shree Cements,"26,459.75","26,204.25","26,237.00","26,232.95",4.05,0.02
