company_name,high,low,last_price,prev_close,change,percent_gain
Eicher Motors,"2,519.35","2,452.00","2,513.50","2,438.95",74.55,3.06
Asian Paints,"3,352.40","3,273.00","3,347.00","3,272.40",74.6,2.28
Tech Mahindra,"1,815.85","1,776.10","1,814.95","1,785.00",29.95,1.68
Larsen,"1,909.00","1,872.10","1,897.00","1,866.20",30.8,1.65
UltraTechCement,"7,373.00","7,275.00","7,363.65","7,245.05",118.6,1.64
Grasim,"1,639.40","1,612.00","1,628.70","1,602.55",26.15,1.63
Titan Company,"2,369.95","2,327.50","2,368.90","2,331.30",37.6,1.61
M&M,830.90,819.05,830.90,818.55,12.35,1.51
Tata Motors,478.65,472.65,478.10,471.15,6.95,1.48
Coal India,148.40,146.25,148.05,146.05,2,1.37
ONGC,140.50,138.55,139.20,137.35,1.85,1.35
HCL Tech,"1,285.00","1,270.00","1,283.30","1,267.20",16.1,1.27
SBI Life Insura,"1,176.00","1,161.60","1,175.90","1,161.95",13.95,1.2
Adani Ports,738.90,727.00,731.50,723.20,8.3,1.15
Sun Pharma,805.25,794.20,803.00,794.10,8.9,1.12
Infosys,"1,890.00","1,878.40","1,885.70","1,866.15",19.55,1.05
Shree Cements,"26,600.00","26,328.45","26,545.70","26,295.20",250.5,0.95
ITC,220.05,218.00,219.60,217.55,2.05,0.94
BPCL,378.50,375.00,377.90,374.40,3.5,0.93
Hindalco,457.70,452.80,457.00,452.80,4.2,0.93
IOC,112.00,111.20,111.75,110.75,1,0.9
Divis Labs,"4,518.00","4,476.20","4,512.55","4,473.20",39.35,0.88
TATA Cons. Prod,725.90,719.40,724.50,718.50,6,0.84
Britannia,"3,549.75","3,511.10","3,542.15","3,513.20",28.95,0.82
Bajaj Finserv,"16,200.00","16,055.25","16,141.00","16,013.10",127.9,0.8
NTPC,123.15,121.95,122.80,121.85,0.95,0.78
Bharti Airtel,682.00,675.05,680.95,675.75,5.2,0.77
Bajaj Auto,"3,176.00","3,150.00","3,176.00","3,154.10",21.9,0.69
Bajaj Finance,"6,980.00","6,915.00","6,934.15","6,890.75",43.4,0.63
JSW Steel,657.85,652.45,657.10,653.05,4.05,0.62
HDFC Bank,"1,463.25","1,453.40","1,459.35","1,450.80",8.55,0.59
Hero Motocorp,"2,418.90","2,395.90","2,416.00","2,402.00",14,0.58
UPL,765.00,757.20,760.80,756.60,4.2,0.56
Tata Steel,"1,129.25","1,122.00","1,128.10","1,121.80",6.3,0.56
SBI,462.20,459.05,460.50,458.05,2.45,0.53
Nestle,"19,468.55","19,235.00","19,400.00","19,302.35",97.65,0.51
Wipro,707.00,701.55,702.95,699.60,3.35,0.48
Maruti Suzuki,"7,359.00","7,280.00","7,321.85","7,289.50",32.35,0.44
TCS,"3,722.00","3,705.05","3,712.10","3,696.10",16,0.43
HUL,"2,318.40","2,297.75","2,308.10","2,301.40",6.7,0.29
Axis Bank,680.85,672.00,673.90,672.15,1.75,0.26
Reliance,"2,388.90","2,373.05","2,376.00","2,370.25",5.75,0.24
Cipla,936.30,923.05,931.80,930.25,1.55,0.17
HDFC Life,642.20,639.00,639.95,639.75,0.2,0.03
