company_name,high,low,last_price,prev_close,change,percent_gain
Shree Cements,"24,880.00","23,146.90","24,682.15","23,181.05","1,501.10",6.48
BPCL,338.45,329.65,338.35,326.85,11.50,3.52
M&M,"1,330.60","1,302.00","1,323.90","1,289.70",34.20,2.65
ICICI Bank,900.80,885.50,898.15,876.20,21.95,2.51
Bharti Airtel,776.00,757.05,771.20,753.10,18.10,2.4
UltraTechCement,"6,935.00","6,780.00","6,932.00","6,770.80",161.20,2.38
Tech Mahindra,"1,079.90","1,067.10","1,076.20","1,055.85",20.35,1.93
IndusInd Bank,"1,113.65","1,097.40","1,110.05","1,089.95",20.10,1.84
Axis Bank,767.50,757.10,767.05,755.40,11.65,1.54
Eicher Motors,"3,463.50","3,400.60","3,431.20","3,383.65",47.55,1.41
Wipro,413.85,409.60,413.15,407.45,5.70,1.4
Asian Paints,"3,484.65","3,430.00","3,445.30","3,400.35",44.95,1.32
Grasim,"1,772.50","1,750.05","1,771.80","1,750.15",21.65,1.24
ITC,330.60,327.50,330.00,326.10,3.90,1.2
HDFC Life,584.00,578.00,582.85,576.95,5.90,1.02
SBI,539.60,535.50,537.55,532.85,4.70,0.88
Kotak Mahindra,"1,927.40","1,912.00","1,923.00","1,908.25",14.75,0.77
Maruti Suzuki,"8,885.10","8,794.45","8,851.25","8,784.90",66.35,0.76
Infosys,"1,481.10","1,466.50","1,468.55","1,457.65",10.90,0.75
Apollo Hospital,"4,444.90","4,378.05","4,408.05","4,376.50",31.55,0.72
Larsen,"1,974.35","1,958.95","1,969.20","1,958.10",11.10,0.57
TCS,"3,183.50","3,160.10","3,164.00","3,149.60",14.40,0.46
Bajaj Finance,"7,255.00","7,175.00","7,192.70","7,166.50",26.20,0.37
Bajaj Auto,"3,879.95","3,846.05","3,859.55","3,845.65",13.90,0.36
Bajaj Finserv,"17,295.00","17,042.00","17,104.95","17,055.60",49.35,0.29
HDFC Bank,"1,494.50","1,482.15","1,486.50","1,482.30",4.20,0.28
Dr Reddys Labs,"4,296.95","4,252.70","4,258.50","4,249.30",9.20,0.22
HDFC,"2,454.00","2,430.00","2,432.30","2,427.80",4.50,0.19
HUL,"2,596.00","2,563.00","2,567.50","2,564.60",2.90,0.11
Reliance,"2,598.00","2,575.30","2,583.00","2,581.75",1.25,0.05
Titan Company,"2,659.90","2,635.05","2,639.20","2,637.75",1.45,0.05
Hero Motocorp,"2,873.50","2,846.00","2,855.55","2,854.75",0.80,0.03
