company_name,high,low,last_price,prev_close,change,percent_gain
M&M,"1,246.90","1,184.25","1,245.00","1,164.45",80.55,6.92
Tata Motors,469.85,451.05,469.15,449.60,19.55,4.35
Tata Motors,469.85,451.05,469.15,449.60,19.55,4.35
Adani Ports,795.30,765.05,795.05,763.70,31.35,4.11
Hindalco,428.00,418.85,425.95,415.05,10.9,2.63
Reliance,"2,573.60","2,507.60","2,558.95","2,509.45",49.5,1.97
Cipla,"1,031.00",988.30,996.00,977.40,18.6,1.9
Maruti Suzuki,"9,085.00","8,822.60","8,928.00","8,773.55",154.45,1.76
Bharti Airtel,695.45,677.05,688.40,677.95,10.45,1.54
Power Grid Corp,217.50,214.15,216.95,213.95,3,1.4
ITC,307.65,303.10,307.00,303.05,3.95,1.3
UPL,757.50,744.05,749.25,741.10,8.15,1.1
UltraTechCement,"6,661.00","6,560.05","6,615.40","6,544.80",70.6,1.08
Kotak Mahindra,"1,834.90","1,812.00","1,829.15","1,810.35",18.8,1.04
ONGC,135.70,133.20,135.55,134.15,1.4,1.04
Shree Cements,"20,848.25","20,550.00","20,683.15","20,498.00",185.15,0.9
SBI,533.95,526.40,532.95,528.35,4.6,0.87
BPCL,334.35,327.80,332.90,330.30,2.6,0.79
Bajaj Finance,"7,290.95","7,192.00","7,259.75","7,209.10",50.65,0.7
Bajaj Auto,"3,988.25","3,915.00","3,934.10","3,914.45",19.65,0.5
Dr Reddys Labs,"4,139.80","4,101.00","4,108.00","4,090.35",17.65,0.43
Axis Bank,730.40,720.40,727.90,724.75,3.15,0.43
Hero Motocorp,"2,908.00","2,820.00","2,830.00","2,818.05",11.95,0.42
ICICI Bank,824.00,817.30,821.95,818.60,3.35,0.41
HCL Tech,956.50,945.20,951.85,948.40,3.45,0.36
Wipro,428.20,422.60,425.10,423.70,1.4,0.33
HDFC Bank,"1,441.35","1,430.05","1,438.75","1,434.20",4.55,0.32
JSW Steel,638.40,628.25,631.25,629.60,1.65,0.26
Coal India,213.70,209.80,211.65,211.25,0.4,0.19
Titan Company,"2,369.85","2,339.00","2,356.00","2,352.05",3.95,0.17
NTPC,154.80,151.00,153.15,152.95,0.2,0.13
Infosys,"1,564.00","1,537.90","1,550.15","1,549.70",0.45,0.03
