company_name,high,low,last_price,prev_close,change,percent_gain
Apollo Hospital,"4,098.70","3,900.00","4,000.65","3,933.25",67.4,1.71
NTPC,147.45,144.05,146.90,144.80,2.1,1.45
Adani Ports,742.90,726.35,738.50,729.20,9.3,1.28
Coal India,195.00,192.10,194.55,193.35,1.2,0.62
Bharti Airtel,666.90,660.00,663.95,660.55,3.4,0.51
Axis Bank,685.25,676.10,682.85,679.85,3,0.44
Wipro,414.85,408.00,413.00,411.20,1.8,0.44
ONGC,126.75,123.50,126.00,125.50,0.5,0.4
Reliance,"2,436.00","2,404.00","2,433.50","2,423.90",9.6,0.4
SBI,490.70,484.80,489.60,488.20,1.4,0.29
HCL Tech,948.55,926.00,945.80,943.55,2.25,0.24
Dr Reddys Labs,"4,539.00","4,426.00","4,509.50","4,501.00",8.5,0.19
Larsen,"1,672.90","1,649.05","1,664.60","1,663.00",1.6,0.1
TCS,"3,136.20","3,102.00","3,116.25","3,113.80",2.45,0.08
Tech Mahindra,"1,016.80",996.35,"1,008.40","1,007.55",0.85,0.08
