company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,431.70,407.10,429.75,417.00,12.75,3.06
HCL Tech,"1,144.20","1,100.10","1,136.70","1,110.05",26.65,2.4
Reliance,"2,498.90","2,399.10","2,469.90","2,412.60",57.3,2.38
Dr Reddys Labs,"4,885.00","4,745.45","4,833.00","4,750.90",82.1,1.73
Tata Steel,"1,137.00","1,075.05","1,127.45","1,112.30",15.15,1.36
Cipla,998.00,956.00,979.60,966.70,12.9,1.33
TCS,"3,497.35","3,406.45","3,488.10","3,446.85",41.25,1.2
Tata Motors,470.00,443.10,465.60,460.20,5.4,1.17
SBI Life Insura,"1,142.40","1,103.75","1,140.00","1,130.35",9.65,0.85
Kotak Mahindra,"1,999.00","1,937.20","1,980.85","1,964.30",16.55,0.84
Bajaj Finserv,"16,846.90","16,273.65","16,815.65","16,682.55",133.1,0.8
IndusInd Bank,938.00,900.35,907.30,901.80,5.5,0.61
Bajaj Finance,"6,922.95","6,678.30","6,845.10","6,807.05",38.05,0.56
Infosys,"1,706.00","1,669.15","1,700.90","1,691.65",9.25,0.55
Wipro,629.60,603.95,624.70,621.45,3.25,0.52
JSW Steel,636.00,618.10,628.85,628.65,0.2,0.03
