company_name,high,low,last_price,prev_close,change,percent_gain
Power Grid Corp,210.75,203.20,208.95,204.40,4.55,2.23
Cipla,907.85,891.50,901.20,891.30,9.9,1.11
HUL,"2,319.45","2,304.00","2,317.25","2,304.35",12.9,0.56
Dr Reddys Labs,"4,660.00","4,577.10","4,616.00","4,599.80",16.2,0.35
NTPC,127.45,125.00,126.20,125.80,0.4,0.32
Tech Mahindra,"1,647.00","1,625.65","1,641.70","1,638.15",3.55,0.22
Hindalco,464.40,454.70,459.10,458.25,0.85,0.19
Nestle,"19,046.55","18,913.40","19,014.95","18,982.00",32.95,0.17
HCL Tech,"1,164.00","1,145.50","1,160.80","1,159.10",1.7,0.15
Sun Pharma,768.75,757.15,762.75,762.60,0.15,0.02
Wipro,651.90,639.25,645.50,645.40,0.1,0.02
