company_name,high,low,last_price,prev_close,change,percent_gain
Axis Bank,698.55,678.60,696.50,684.50,12,1.75
Coal India,199.40,194.00,198.95,195.60,3.35,1.71
Bharti Airtel,677.00,663.10,671.45,663.05,8.4,1.27
Bajaj Finserv,"12,460.00","12,093.05","12,395.10","12,250.00",145.1,1.18
Eicher Motors,"3,089.00","3,015.00","3,069.90","3,036.50",33.4,1.1
UltraTechCement,"6,077.00","5,982.65","6,048.40","5,982.40",66,1.1
Tata Steel,921.90,901.00,913.40,904.30,9.1,1.01
Apollo Hospital,"3,999.00","3,923.40","3,982.20","3,947.10",35.1,0.89
M&M,"1,183.90","1,161.00","1,173.15","1,163.40",9.75,0.84
SBI,494.85,488.00,494.30,490.30,4,0.82
Adani Ports,748.80,734.05,745.65,739.75,5.9,0.8
Bajaj Auto,"4,036.00","3,966.00","4,011.70","3,984.05",27.65,0.69
HDFC Bank,"1,358.55","1,337.00","1,355.20","1,347.55",7.65,0.57
Power Grid Corp,211.50,209.80,211.30,210.25,1.05,0.5
ICICI Bank,776.95,767.15,775.00,772.00,3,0.39
Hindalco,371.35,363.30,368.50,367.10,1.4,0.38
Maruti Suzuki,"8,798.90","8,667.45","8,737.90","8,704.80",33.1,0.38
TCS,"3,078.95","3,030.05","3,073.75","3,063.50",10.25,0.33
Titan Company,"2,253.00","2,216.70","2,244.60","2,237.45",7.15,0.32
HDFC,"2,218.00","2,191.25","2,210.60","2,204.30",6.3,0.29
Britannia,"3,797.10","3,742.30","3,784.60","3,774.95",9.65,0.26
ONGC,133.20,129.85,130.20,129.90,0.3,0.23
Bajaj Finance,"6,098.15","6,002.05","6,073.25","6,059.80",13.45,0.22
Divis Labs,"3,765.90","3,730.00","3,743.95","3,738.45",5.5,0.15
Dr Reddys Labs,"4,498.00","4,437.65","4,471.30","4,466.10",5.2,0.12
Wipro,407.80,401.20,405.15,404.75,0.4,0.1
Reliance,"2,437.00","2,400.30","2,424.05","2,422.25",1.8,0.07
Grasim,"1,439.00","1,418.00","1,429.00","1,428.30",0.7,0.05
Shree Cements,"20,187.00","19,902.30","20,061.20","20,055.70",5.5,0.03
