company_name,high,low,last_price,prev_close,change,percent_gain
Tech Mahindra,"1,655.50","1,597.45","1,647.00","1,602.65",44.35,2.77
Hindalco,467.85,459.05,467.60,455.10,12.5,2.75
Axis Bank,707.70,693.10,705.10,688.05,17.05,2.48
Tata Motors,506.40,497.00,505.25,494.45,10.8,2.18
SBI Life Insura,"1,203.00","1,178.00","1,200.00","1,175.60",24.4,2.08
Power Grid Corp,209.65,205.00,206.80,202.65,4.15,2.05
Wipro,656.55,640.20,651.25,638.25,13,2.04
Maruti Suzuki,"7,575.90","7,452.05","7,564.95","7,425.65",139.3,1.88
Sun Pharma,773.35,763.85,771.90,761.35,10.55,1.39
ICICI Bank,769.35,761.00,768.25,758.00,10.25,1.35
Titan Company,"2,386.00","2,345.50","2,367.00","2,339.35",27.65,1.18
Tata Steel,"1,199.00","1,186.15","1,193.85","1,180.00",13.85,1.17
Asian Paints,"3,341.00","3,285.10","3,321.00","3,283.15",37.85,1.15
ONGC,150.50,148.45,149.00,147.55,1.45,0.98
IndusInd Bank,955.60,949.05,953.00,944.75,8.25,0.87
Divis Labs,"4,553.00","4,490.00","4,544.20","4,506.45",37.75,0.84
NTPC,128.50,126.25,127.20,126.15,1.05,0.83
HDFC Bank,"1,537.55","1,525.00","1,535.00","1,522.55",12.45,0.82
UPL,751.90,739.00,743.00,737.45,5.55,0.75
HCL Tech,"1,173.45","1,161.30","1,170.00","1,162.20",7.8,0.67
SBI,500.45,496.30,497.90,494.70,3.2,0.65
Kotak Mahindra,"1,916.00","1,903.35","1,908.85","1,896.75",12.1,0.64
JSW Steel,692.95,678.65,683.80,679.55,4.25,0.63
UltraTechCement,"7,539.90","7,465.00","7,484.75","7,440.45",44.3,0.6
Dr Reddys Labs,"4,678.00","4,600.05","4,612.50","4,593.30",19.2,0.42
Hero Motocorp,"2,552.00","2,530.00","2,537.00","2,526.85",10.15,0.4
HDFC,"2,838.80","2,817.85","2,819.50","2,808.75",10.75,0.38
Adani Ports,778.80,766.25,770.30,767.70,2.6,0.34
Cipla,903.00,895.00,896.75,893.90,2.85,0.32
Larsen,"1,896.25","1,876.10","1,878.10","1,873.40",4.7,0.25
TCS,"3,662.00","3,637.30","3,644.70","3,636.80",7.9,0.22
IOC,121.30,119.95,120.30,120.05,0.25,0.21
Bajaj Auto,"3,372.45","3,348.00","3,351.45","3,344.75",6.7,0.2
ITC,238.75,235.30,236.40,236.10,0.3,0.13
Shree Cements,"26,636.10","26,415.00","26,433.15","26,406.45",26.7,0.1
Infosys,"1,771.35","1,757.30","1,759.95","1,759.25",0.7,0.04
Coal India,152.80,151.20,151.35,151.30,0.05,0.03
Bharti Airtel,718.40,710.50,710.85,710.70,0.15,0.02
