company_name,high,low,last_price,prev_close,change,percent_gain
Hindalco,473.60,455.50,471.20,449.65,21.55,4.79
Titan Company,"2,530.00","2,444.60","2,513.65","2,437.30",76.35,3.13
Shree Cements,"27,200.00","26,450.40","27,182.25","26,413.50",768.75,2.91
UltraTechCement,"7,617.60","7,421.45","7,607.00","7,397.20",209.8,2.84
Grasim,"1,644.00","1,600.55","1,638.00","1,593.65",44.35,2.78
JSW Steel,665.00,647.30,662.95,645.80,17.15,2.66
BPCL,385.95,376.50,385.95,377.95,8,2.12
HDFC Life,655.00,642.15,653.80,640.90,12.9,2.01
Maruti Suzuki,"7,429.95","7,290.05","7,424.00","7,282.25",141.75,1.95
Kotak Mahindra,"1,795.75","1,760.05","1,788.40","1,755.25",33.15,1.89
Hero Motocorp,"2,480.95","2,432.00","2,477.20","2,431.90",45.3,1.86
Tata Steel,"1,123.50","1,102.65","1,121.00","1,101.00",20,1.82
Axis Bank,686.50,671.20,680.85,668.85,12,1.79
M&M,843.90,830.20,843.85,829.30,14.55,1.75
Tata Motors,479.35,471.85,478.20,470.40,7.8,1.66
SBI,460.20,453.10,458.70,451.70,7,1.55
Bajaj Auto,"3,253.35","3,217.00","3,247.45","3,200.80",46.65,1.46
Sun Pharma,847.50,834.00,846.60,834.45,12.15,1.46
IOC,112.30,110.60,112.15,110.55,1.6,1.45
HDFC Bank,"1,481.00","1,461.50","1,480.45","1,461.50",18.95,1.3
TATA Cons. Prod,739.95,729.05,737.40,728.00,9.4,1.29
HDFC,"2,601.70","2,561.00","2,596.50","2,563.70",32.8,1.28
ITC,218.60,216.15,218.55,216.00,2.55,1.18
Bajaj Finserv,"16,438.30","16,170.00","16,345.00","16,167.55",177.45,1.1
Bharti Airtel,694.10,680.00,686.10,679.35,6.75,0.99
Adani Ports,732.95,725.00,730.90,724.25,6.65,0.92
Bajaj Finance,"6,957.00","6,875.55","6,931.80","6,871.10",60.7,0.88
HUL,"2,348.00","2,330.00","2,345.50","2,325.60",19.9,0.86
UPL,753.45,746.45,752.90,746.65,6.25,0.84
ICICI Bank,746.25,736.55,741.50,735.70,5.8,0.79
ONGC,141.80,139.45,141.60,140.50,1.1,0.78
Asian Paints,"3,403.25","3,361.40","3,391.30","3,365.70",25.6,0.76
Britannia,"3,607.00","3,569.05","3,601.10","3,573.90",27.2,0.76
Eicher Motors,"2,585.00","2,548.55","2,576.30","2,557.00",19.3,0.75
Divis Labs,"4,670.00","4,630.00","4,661.60","4,627.90",33.7,0.73
Coal India,147.35,145.75,147.20,146.20,1,0.68
Larsen,"1,907.10","1,887.30","1,898.00","1,885.70",12.3,0.65
Nestle,"19,578.95","19,350.20","19,509.95","19,406.55",103.4,0.53
Reliance,"2,379.70","2,360.00","2,362.00","2,359.10",2.9,0.12
