company_name,high,low,last_price,prev_close,change,percent_gain
SBI Life Insura,"1,333.00","1,303.35","1,330.15","1,305.35",24.8,1.9
TATA Cons. Prod,809.55,791.00,807.80,793.50,14.3,1.8
Kotak Mahindra,"1,873.75","1,832.00","1,869.00","1,839.70",29.3,1.59
Bharti Airtel,735.50,720.90,731.95,722.95,9,1.24
HDFC Life,598.95,588.35,593.80,589.35,4.45,0.76
HUL,"2,715.00","2,679.15","2,702.50","2,684.65",17.85,0.66
ITC,316.00,312.60,314.20,312.55,1.65,0.53
Adani Ports,831.90,820.45,827.90,824.75,3.15,0.38
SBI,534.80,526.20,530.15,528.15,2,0.38
IndusInd Bank,"1,097.00","1,081.55","1,092.50","1,088.60",3.9,0.36
Eicher Motors,"3,438.00","3,384.55","3,406.65","3,397.60",9.05,0.27
UltraTechCement,"6,655.00","6,609.10","6,625.45","6,609.85",15.6,0.24
Power Grid Corp,230.60,227.75,228.95,228.50,0.45,0.2
Coal India,222.65,220.60,221.65,221.45,0.2,0.09
Britannia,"3,726.95","3,681.05","3,708.20","3,705.20",3,0.08
Hero Motocorp,"2,938.60","2,913.45","2,915.00","2,913.45",1.55,0.05
