company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,169.20,164.90,167.85,163.85,4,2.44
Coal India,164.85,160.80,163.20,160.80,2.4,1.49
Tata Steel,"1,220.90","1,192.20","1,207.50","1,194.85",12.65,1.06
UPL,812.60,789.20,806.40,799.10,7.3,0.91
Bajaj Auto,"3,456.90","3,383.05","3,427.05","3,400.95",26.1,0.77
IOC,125.60,123.00,124.90,123.95,0.95,0.77
Hero Motocorp,"2,740.00","2,675.05","2,712.00","2,692.85",19.15,0.71
Dr Reddys Labs,"4,734.40","4,654.95","4,700.00","4,693.55",6.45,0.14
Hindalco,501.90,490.30,496.40,496.00,0.4,0.08
BPCL,401.50,394.60,398.30,398.10,0.2,0.05
