company_name,high,low,last_price,prev_close,change,percent_gain
Infosys,"1,493.70","1,467.25","1,491.05","1,419.90",71.15,5.01
HCL Tech,"1,023.00",999.20,"1,016.75",982.10,34.65,3.53
HDFC Bank,"1,439.85","1,415.25","1,438.95","1,393.60",45.35,3.25
HDFC,"2,354.90","2,305.00","2,352.80","2,283.25",69.55,3.05
Kotak Mahindra,"1,856.55","1,822.50","1,853.00","1,801.50",51.5,2.86
Larsen,"1,936.75","1,898.45","1,927.85","1,876.15",51.7,2.76
Tech Mahindra,"1,049.90","1,027.05","1,040.70","1,012.95",27.75,2.74
UPL,681.60,672.00,680.10,663.90,16.2,2.44
ICICI Bank,883.80,869.00,872.25,853.60,18.65,2.18
Titan Company,"2,663.60","2,622.60","2,641.00","2,598.65",42.35,1.63
Divis Labs,"3,583.00","3,541.05","3,580.90","3,523.85",57.05,1.62
Bajaj Finance,"7,345.00","7,221.00","7,262.85","7,151.65",111.2,1.55
Grasim,"1,710.00","1,688.00","1,705.35","1,679.75",25.6,1.52
Eicher Motors,"3,554.90","3,505.00","3,522.70","3,471.20",51.5,1.48
Wipro,387.50,381.40,384.30,379.10,5.2,1.37
NTPC,167.50,166.15,166.95,164.75,2.2,1.34
HUL,"2,624.90","2,585.00","2,598.95","2,566.40",32.55,1.27
ITC,333.90,330.85,332.75,328.65,4.1,1.25
Tata Motors,409.20,402.00,403.95,399.00,4.95,1.24
Tata Motors,409.20,402.00,403.95,399.00,4.95,1.24
SBI,534.85,526.50,527.80,521.45,6.35,1.22
Hindalco,411.25,404.50,405.90,401.55,4.35,1.08
Dr Reddys Labs,"4,314.95","4,263.05","4,300.20","4,254.65",45.55,1.07
Bharti Airtel,779.95,771.20,777.00,768.90,8.1,1.05
TCS,"3,150.00","3,120.50","3,136.00","3,103.30",32.7,1.05
Coal India,238.95,235.35,237.00,234.55,2.45,1.04
Adani Ports,806.60,790.50,792.85,784.75,8.1,1.03
HDFC Life,534.40,522.90,525.90,520.65,5.25,1.01
Tata Steel,102.80,100.90,101.10,100.10,1,1
Tata Steel,102.80,100.90,101.10,100.10,1,1
Nestle,"19,013.75","18,851.45","18,945.00","18,763.65",181.35,0.97
TATA Cons. Prod,768.95,760.50,764.75,757.40,7.35,0.97
SBI Life Insura,"1,217.05","1,197.00","1,198.10","1,187.90",10.2,0.86
Bajaj Finserv,"1,709.00","1,688.65","1,695.55","1,681.75",13.8,0.82
Bajaj Finserv,"1,709.00","1,688.65","1,695.55","1,681.75",13.8,0.82
Apollo Hospital,"4,324.00","4,264.05","4,299.00","4,266.05",32.95,0.77
Sun Pharma,977.25,964.00,975.60,968.40,7.2,0.74
Axis Bank,820.70,805.55,807.95,802.00,5.95,0.74
Reliance,"2,416.35","2,392.55","2,399.90","2,382.80",17.1,0.72
Adani Enterpris,"3,305.00","3,236.05","3,254.00","3,233.65",20.35,0.63
Hero Motocorp,"2,585.00","2,554.10","2,561.80","2,546.45",15.35,0.6
Asian Paints,"3,246.00","3,220.10","3,228.00","3,209.00",19,0.59
Cipla,"1,117.50","1,106.90","1,110.00","1,103.65",6.35,0.58
Maruti Suzuki,"8,766.60","8,650.00","8,700.00","8,649.55",50.45,0.58
IndusInd Bank,"1,216.35","1,187.50","1,190.85","1,184.25",6.6,0.56
BPCL,305.00,301.25,301.45,300.30,1.15,0.38
UltraTechCement,"6,260.00","6,181.00","6,200.05","6,181.75",18.3,0.3
Britannia,"3,814.90","3,781.00","3,795.40","3,784.60",10.8,0.29
Bajaj Auto,"3,663.00","3,612.90","3,615.05","3,604.80",10.25,0.28
Power Grid Corp,218.00,213.95,214.00,213.95,0.05,0.02
