company_name,high,low,last_price,prev_close,change,percent_gain
Maruti Suzuki,"8,168.70","7,803.00","8,142.90","7,782.75",360.15,4.63
Hero Motocorp,"2,643.50","2,572.55","2,640.35","2,524.45",115.9,4.59
Eicher Motors,"2,775.00","2,665.10","2,770.55","2,662.75",107.8,4.05
Tata Motors,405.70,394.55,405.05,393.10,11.95,3.04
Hindalco,327.65,315.50,326.00,316.45,9.55,3.02
Bharti Airtel,662.40,647.75,661.25,642.85,18.4,2.86
Asian Paints,"2,744.90","2,674.95","2,737.50","2,666.35",71.15,2.67
Bajaj Auto,"3,749.00","3,665.25","3,727.20","3,635.65",91.55,2.52
ICICI Bank,706.00,690.20,703.65,686.60,17.05,2.48
JSW Steel,564.95,548.00,564.05,550.40,13.65,2.48
UPL,628.80,607.50,626.90,613.65,13.25,2.16
Larsen,"1,511.75","1,481.50","1,508.65","1,478.75",29.9,2.02
Adani Ports,683.30,670.05,681.75,668.30,13.45,2.01
SBI,456.45,447.20,456.00,447.65,8.35,1.87
Tata Steel,855.95,835.45,853.10,838.10,15,1.79
TCS,"3,285.00","3,222.95","3,279.85","3,222.95",56.9,1.77
Cipla,933.00,914.40,932.15,916.90,15.25,1.66
Divis Labs,"3,661.95","3,605.00","3,656.95","3,599.60",57.35,1.59
M&M,"1,002.50",985.20,999.40,983.80,15.6,1.59
UltraTechCement,"5,498.90","5,425.00","5,495.25","5,409.95",85.3,1.58
Sun Pharma,823.80,808.50,821.85,809.30,12.55,1.55
Wipro,420.50,412.50,417.35,411.25,6.1,1.48
HCL Tech,977.50,958.60,975.45,961.30,14.15,1.47
BPCL,310.40,305.50,310.30,305.90,4.4,1.44
Axis Bank,640.85,626.15,635.60,626.80,8.8,1.4
IndusInd Bank,794.30,776.00,787.95,777.65,10.3,1.32
HUL,"2,233.80","2,192.10","2,231.20","2,202.85",28.35,1.29
Kotak Mahindra,"1,695.00","1,663.25","1,690.05","1,669.70",20.35,1.22
Tech Mahindra,998.55,980.10,991.35,980.00,11.35,1.16
Coal India,182.00,178.20,181.40,179.35,2.05,1.14
Bajaj Finserv,"11,589.00","11,412.50","11,561.55","11,435.55",126,1.1
HDFC Life,560.00,553.10,557.75,551.80,5.95,1.08
Infosys,"1,453.25","1,433.00","1,452.55","1,437.25",15.3,1.06
HDFC Bank,"1,347.50","1,322.05","1,342.90","1,330.25",12.65,0.95
SBI Life Insura,"1,083.00","1,061.45","1,080.65","1,070.45",10.2,0.95
Nestle,"16,967.35","16,700.00","16,927.45","16,775.15",152.3,0.91
HDFC,"2,179.95","2,142.25","2,178.00","2,159.25",18.75,0.87
Grasim,"1,341.80","1,321.35","1,334.60","1,324.90",9.7,0.73
TATA Cons. Prod,716.50,707.00,713.35,708.95,4.4,0.62
Reliance,"2,525.00","2,483.10","2,520.80","2,505.60",15.2,0.61
Shree Cements,"18,646.80","18,315.50","18,608.50","18,496.75",111.75,0.6
Bajaj Finance,"5,495.00","5,407.20","5,467.00","5,439.60",27.4,0.5
Dr Reddys Labs,"4,307.70","4,255.00","4,281.00","4,260.90",20.1,0.47
ONGC,135.80,132.20,135.45,134.85,0.6,0.44
ITC,267.25,264.85,266.15,265.30,0.85,0.32
NTPC,139.15,137.35,137.80,137.65,0.15,0.11
Britannia,"3,447.85","3,395.00","3,405.45","3,403.65",1.8,0.05
