company_name,high,low,last_price,prev_close,change,percent_gain
Asian Paints,"2,723.90","2,652.00","2,711.00","2,686.80",24.2,0.9
Titan Company,"2,166.00","2,108.00","2,154.05","2,139.70",14.35,0.67
UltraTechCement,"5,518.45","5,409.00","5,504.80","5,481.90",22.9,0.42
Dr Reddys Labs,"4,348.30","4,281.80","4,340.25","4,322.90",17.35,0.4
Eicher Motors,"2,736.95","2,672.25","2,725.95","2,716.00",9.95,0.37
Grasim,"1,315.30","1,286.05","1,311.50","1,309.10",2.4,0.18
Power Grid Corp,227.45,222.05,225.10,224.85,0.25,0.11
TATA Cons. Prod,771.40,747.05,755.25,754.40,0.85,0.11
Maruti Suzuki,"7,988.20","7,826.00","7,938.00","7,929.85",8.15,0.1
Axis Bank,662.90,652.20,661.40,661.30,0.1,0.02
