company_name,high,low,last_price,prev_close,change,percent_gain
Bajaj Finance,"5,850.00","5,645.90","5,831.80","5,661.10",170.7,3.02
Britannia,"3,761.95","3,642.25","3,760.05","3,656.60",103.45,2.83
Hero Motocorp,"2,837.35","2,734.10","2,812.45","2,737.25",75.2,2.75
Eicher Motors,"2,897.95","2,807.00","2,876.15","2,805.60",70.55,2.51
HUL,"2,465.00","2,400.00","2,461.65","2,401.50",60.15,2.5
Asian Paints,"2,863.40","2,805.15","2,825.60","2,766.60",59,2.13
Maruti Suzuki,"8,550.00","8,370.00","8,517.40","8,348.70",168.7,2.02
M&M,"1,112.00","1,080.60","1,102.50","1,081.95",20.55,1.9
Bajaj Auto,"3,751.65","3,675.15","3,749.75","3,682.75",67,1.82
Kotak Mahindra,"1,692.80","1,671.00","1,691.05","1,663.05",28,1.68
Nestle,"18,299.00","17,801.25","18,259.50","17,985.00",274.5,1.53
HCL Tech,996.90,980.05,996.60,982.15,14.45,1.47
SBI,479.55,473.90,478.50,472.15,6.35,1.34
ICICI Bank,731.90,722.00,728.70,719.45,9.25,1.29
Adani Ports,690.95,677.15,687.00,678.75,8.25,1.22
Bajaj Finserv,"11,737.75","11,530.00","11,645.25","11,524.70",120.55,1.05
BPCL,320.50,315.50,316.05,313.10,2.95,0.94
Shree Cements,"19,824.00","19,400.00","19,750.00","19,565.75",184.25,0.94
Axis Bank,658.85,651.00,654.40,648.50,5.9,0.91
Bharti Airtel,693.85,684.20,690.50,684.45,6.05,0.88
TCS,"3,245.00","3,202.25","3,242.55","3,216.30",26.25,0.82
TATA Cons. Prod,736.50,721.25,734.80,729.05,5.75,0.79
SBI Life Insura,"1,125.00","1,114.20","1,119.40","1,111.00",8.4,0.76
Apollo Hospital,"3,858.95","3,783.50","3,844.95","3,817.40",27.55,0.72
IndusInd Bank,835.00,825.05,829.90,824.05,5.85,0.71
Grasim,"1,363.90","1,345.60","1,359.00","1,349.75",9.25,0.69
Dr Reddys Labs,"4,435.00","4,387.45","4,422.65","4,394.20",28.45,0.65
UltraTechCement,"5,788.00","5,728.25","5,763.90","5,729.95",33.95,0.59
HDFC Bank,"1,366.65","1,347.10","1,359.90","1,352.60",7.3,0.54
Tata Motors,415.50,410.65,414.20,412.00,2.2,0.53
Wipro,418.60,413.10,415.80,413.60,2.2,0.53
Tech Mahindra,"1,013.00","1,004.30","1,008.40","1,003.20",5.2,0.52
HDFC Life,571.90,563.25,567.55,564.85,2.7,0.48
HDFC,"2,226.15","2,186.00","2,210.60","2,202.90",7.7,0.35
Divis Labs,"3,641.00","3,600.00","3,617.70","3,610.05",7.65,0.21
Infosys,"1,489.05","1,470.00","1,478.10","1,475.95",2.15,0.15
Titan Company,"1,971.05","1,941.35","1,956.30","1,954.25",2.05,0.1
Sun Pharma,842.65,835.00,836.25,835.80,0.45,0.05
Larsen,"1,590.50","1,558.00","1,565.30","1,564.90",0.4,0.03
Cipla,942.80,933.15,937.55,937.40,0.15,0.02
