company_name,high,low,last_price,prev_close,change,percent_gain
Dr Reddys Labs,"4,188.95","4,040.00","4,173.95","4,030.35",143.6,3.56
Divis Labs,"4,568.70","4,460.25","4,542.15","4,448.55",93.6,2.1
Hindalco,608.00,598.80,605.60,593.45,12.15,2.05
Tech Mahindra,"1,561.70","1,540.05","1,560.50","1,538.20",22.3,1.45
ITC,253.20,248.50,253.00,249.75,3.25,1.3
IndusInd Bank,944.45,930.00,938.60,927.70,10.9,1.17
Bajaj Finance,"7,104.00","7,010.00","7,062.75","6,985.80",76.95,1.1
Reliance,"2,564.85","2,523.00","2,554.65","2,531.15",23.5,0.93
JSW Steel,709.90,696.05,702.70,696.50,6.2,0.89
Sun Pharma,926.00,914.50,921.35,914.10,7.25,0.79
HCL Tech,"1,190.85","1,180.50","1,185.60","1,176.40",9.2,0.78
UltraTechCement,"6,312.50","6,215.00","6,256.05","6,211.60",44.45,0.72
TCS,"3,728.90","3,691.95","3,726.90","3,700.95",25.95,0.7
Eicher Motors,"2,405.15","2,363.00","2,396.90","2,380.40",16.5,0.69
Shree Cements,"23,600.00","23,406.10","23,529.50","23,373.30",156.2,0.67
IOC,123.00,120.65,121.45,120.65,0.8,0.66
Wipro,615.00,609.50,613.85,610.05,3.8,0.62
Nestle,"17,550.00","17,408.30","17,531.25","17,429.25",102,0.59
ICICI Bank,726.80,717.45,722.30,718.20,4.1,0.57
SBI,502.40,493.55,496.20,493.70,2.5,0.51
Power Grid Corp,210.50,208.65,209.75,208.70,1.05,0.5
Axis Bank,742.90,731.30,735.00,731.40,3.6,0.49
UPL,787.70,780.00,784.55,780.95,3.6,0.46
Adani Ports,751.00,737.00,742.20,739.15,3.05,0.41
NTPC,133.75,132.30,133.40,132.85,0.55,0.41
HDFC Life,534.00,527.25,531.40,529.30,2.1,0.4
Infosys,"1,900.00","1,880.05","1,894.60","1,887.40",7.2,0.38
Bajaj Finserv,"16,728.75","16,481.00","16,554.00","16,494.60",59.4,0.36
Grasim,"1,595.00","1,575.65","1,588.00","1,582.50",5.5,0.35
HDFC Bank,"1,518.80","1,494.00","1,499.10","1,494.15",4.95,0.33
Tata Motors,447.00,438.00,441.75,440.35,1.4,0.32
ONGC,177.70,175.45,175.95,175.45,0.5,0.28
Tata Steel,"1,329.40","1,301.00","1,305.10","1,302.00",3.1,0.24
TATA Cons. Prod,760.00,749.55,753.85,752.90,0.95,0.13
HUL,"2,016.55","1,988.00","1,995.90","1,993.50",2.4,0.12
BPCL,371.60,365.00,368.75,368.40,0.35,0.1
