company_name,high,low,last_price,prev_close,change,percent_gain
ONGC,174.50,170.70,174.10,168.90,5.2,3.08
UPL,836.45,805.00,824.45,805.65,18.8,2.33
Coal India,190.70,187.70,189.85,186.00,3.85,2.07
NTPC,156.20,152.75,155.70,152.60,3.1,2.03
Apollo Hospital,"4,740.00","4,629.00","4,712.85","4,626.30",86.55,1.87
JSW Steel,781.10,760.00,769.70,755.90,13.8,1.83
Bharti Airtel,756.50,742.00,750.00,741.65,8.35,1.13
M&M,875.00,862.50,869.80,860.80,9,1.05
Hindalco,551.90,543.95,547.00,542.35,4.65,0.86
ICICI Bank,772.55,766.80,770.25,763.85,6.4,0.84
SBI,517.35,514.25,516.90,512.85,4.05,0.79
IndusInd Bank,996.25,988.60,992.75,985.10,7.65,0.78
Shree Cements,"25,450.00","25,120.00","25,315.00","25,122.65",192.35,0.77
Bajaj Finance,"7,380.00","7,282.05","7,327.30","7,274.50",52.8,0.73
Reliance,"2,592.60","2,566.90","2,577.10","2,561.05",16.05,0.63
HUL,"2,165.00","2,130.70","2,144.10","2,132.25",11.85,0.56
Tata Steel,"1,346.00","1,325.10","1,327.50","1,320.25",7.25,0.55
Britannia,"3,388.00","3,340.00","3,362.00","3,344.10",17.9,0.54
ITC,268.20,265.30,266.15,264.80,1.35,0.51
Sun Pharma,929.30,921.30,926.00,921.30,4.7,0.51
Wipro,565.50,559.15,561.50,558.70,2.8,0.5
Larsen,"1,772.85","1,751.00","1,753.10","1,747.70",5.4,0.31
HDFC Life,568.75,562.70,564.00,562.30,1.7,0.3
Tech Mahindra,"1,428.70","1,413.10","1,418.95","1,415.00",3.95,0.28
BPCL,383.95,380.00,381.55,380.60,0.95,0.25
TATA Cons. Prod,820.90,811.05,814.00,812.10,1.9,0.23
HCL Tech,"1,139.60","1,130.00","1,133.25","1,131.15",2.1,0.19
Grasim,"1,778.00","1,755.65","1,758.15","1,755.50",2.65,0.15
Kotak Mahindra,"1,818.50","1,794.00","1,802.80","1,801.85",0.95,0.05
Adani Ports,854.90,841.00,845.00,844.90,0.1,0.01
Axis Bank,805.80,795.55,798.50,798.45,0.05,0.01
