company_name,high,low,last_price,prev_close,change,percent_gain
Apollo Hospital,"4,252.90","4,138.05","4,192.05","4,125.30",66.75,1.62
Tata Steel,954.90,933.60,950.30,936.05,14.25,1.52
UPL,736.00,723.90,731.20,725.00,6.2,0.86
Britannia,"3,915.00","3,850.00","3,903.95","3,871.45",32.5,0.84
Larsen,"1,784.80","1,760.05","1,776.00","1,767.75",8.25,0.47
Bharti Airtel,686.55,678.75,682.00,678.85,3.15,0.46
Hindalco,384.80,380.30,382.80,381.25,1.55,0.41
IndusInd Bank,961.00,939.55,945.00,942.45,2.55,0.27
Wipro,414.70,408.55,411.75,410.85,0.9,0.22
Asian Paints,"3,082.00","3,051.65","3,073.70","3,067.40",6.3,0.21
TATA Cons. Prod,813.80,804.05,805.05,804.05,1,0.12
ITC,302.00,298.80,300.60,300.55,0.05,0.02
