company_name,high,low,last_price,prev_close,change,percent_gain
Shree Cements,"23,179.35","21,500.00","22,950.10","21,654.35","1,295.75",5.98
UltraTechCement,"6,755.00","6,431.00","6,727.45","6,495.50",231.95,3.57
Coal India,237.20,232.35,236.45,232.70,3.75,1.61
Britannia,"3,666.10","3,588.00","3,665.00","3,608.80",56.20,1.56
Nestle,"19,307.05","19,015.00","19,251.30","19,041.90",209.40,1.1
Bajaj Finance,"7,188.00","7,070.00","7,183.05","7,119.35",63.70,0.89
Grasim,"1,737.00","1,710.00","1,735.75","1,723.05",12.70,0.74
Adani Ports,856.70,845.10,855.20,850.35,4.85,0.57
Bajaj Finserv,"17,089.00","16,810.30","17,041.30","16,968.95",72.35,0.43
Axis Bank,753.40,739.05,753.25,750.00,3.25,0.43
Asian Paints,"3,435.00","3,385.95","3,406.30","3,395.25",11.05,0.33
ITC,328.20,325.25,328.15,327.15,1.00,0.31
Sun Pharma,891.90,879.50,890.40,887.75,2.65,0.3
UPL,742.60,734.00,739.90,738.10,1.80,0.24
BPCL,325.65,321.85,325.00,324.25,0.75,0.23
SBI Life Insura,"1,317.00","1,301.20","1,314.40","1,311.35",3.05,0.23
TCS,"3,135.40","3,102.00","3,133.30","3,127.05",6.25,0.2
Titan Company,"2,634.95","2,600.40","2,634.50","2,631.65",2.85,0.11
