company_name,high,low,last_price,prev_close,change,percent_gain
M&M,813.00,798.00,810.05,793.35,16.7,2.1
IOC,120.95,118.00,119.50,117.20,2.3,1.96
Bajaj Finance,"7,445.00","7,256.05","7,366.05","7,251.85",114.2,1.57
JSW Steel,732.75,720.55,728.65,717.55,11.1,1.55
HUL,"2,043.00","2,018.00","2,042.75","2,015.90",26.85,1.33
TATA Cons. Prod,780.00,765.90,775.75,765.85,9.9,1.29
Axis Bank,763.00,751.30,759.95,750.45,9.5,1.27
HDFC,"2,428.20","2,380.20","2,412.35","2,385.45",26.9,1.13
Adani Ports,779.80,765.50,776.10,767.40,8.7,1.13
Britannia,"3,184.00","3,147.30","3,181.80","3,148.40",33.4,1.06
Asian Paints,"3,129.25","3,095.05","3,112.70","3,081.55",31.15,1.01
Hero Motocorp,"2,313.00","2,280.00","2,293.90","2,271.65",22.25,0.98
ONGC,165.25,161.15,163.55,162.00,1.55,0.96
IndusInd Bank,935.00,924.00,934.85,926.30,8.55,0.92
ICICI Bank,739.90,729.55,735.40,730.90,4.5,0.62
Nestle,"17,433.80","17,230.05","17,393.50","17,298.00",95.5,0.55
Coal India,184.90,183.20,183.85,182.90,0.95,0.52
ITC,252.20,249.50,250.40,249.20,1.2,0.48
Titan Company,"2,541.50","2,519.95","2,535.00","2,523.15",11.85,0.47
BPCL,364.50,360.20,361.70,360.05,1.65,0.46
Tata Steel,"1,320.45","1,300.10","1,313.70","1,308.05",5.65,0.43
Bajaj Finserv,"17,300.00","16,982.00","17,200.00","17,128.90",71.1,0.42
Tech Mahindra,"1,509.60","1,495.80","1,500.75","1,496.30",4.45,0.3
HDFC Bank,"1,484.70","1,469.35","1,481.30","1,476.95",4.35,0.29
TCS,"3,754.65","3,732.50","3,739.55","3,731.55",8,0.21
Kotak Mahindra,"1,778.75","1,755.10","1,765.70","1,763.10",2.6,0.15
SBI,496.35,492.20,494.85,494.30,0.55,0.11
Tata Motors,438.30,433.00,435.80,435.65,0.15,0.03
