company_name,high,low,last_price,prev_close,change,percent_gain
Axis Bank,725.50,709.10,720.90,698.15,22.75,3.26
IndusInd Bank,936.00,911.55,925.70,896.65,29.05,3.24
HDFC,"2,320.00","2,272.65","2,298.60","2,240.85",57.75,2.58
UltraTechCement,"6,176.90","6,080.00","6,169.00","6,021.25",147.75,2.45
Bajaj Finserv,"16,240.00","15,851.05","16,092.00","15,708.90",383.1,2.44
JSW Steel,656.95,647.50,656.20,641.15,15.05,2.35
Grasim,"1,615.85","1,576.20","1,598.65","1,564.25",34.4,2.2
Tata Motors,428.55,420.70,422.10,413.65,8.45,2.04
Bajaj Finance,"6,899.40","6,743.35","6,799.65","6,666.55",133.1,2
Kotak Mahindra,"1,772.00","1,752.75","1,766.55","1,733.75",32.8,1.89
Tata Steel,"1,259.65","1,240.20","1,256.00","1,233.75",22.25,1.8
HDFC Bank,"1,455.00","1,440.00","1,446.00","1,424.00",22,1.54
Asian Paints,"3,050.00","3,010.75","3,030.90","2,987.15",43.75,1.46
Bajaj Auto,"3,523.95","3,481.00","3,504.20","3,454.05",50.15,1.45
Hero Motocorp,"2,362.40","2,335.00","2,349.95","2,318.40",31.55,1.36
Eicher Motors,"2,348.55","2,322.40","2,336.40","2,305.25",31.15,1.35
M&M,774.70,765.00,771.45,761.20,10.25,1.35
Britannia,"3,270.00","3,232.25","3,265.55","3,222.85",42.7,1.32
HDFC Life,516.00,507.05,511.30,504.70,6.6,1.31
Infosys,"1,876.80","1,849.00","1,863.05","1,839.30",23.75,1.29
SBI,494.30,489.40,491.80,485.85,5.95,1.22
Wipro,599.45,592.50,594.70,587.70,7,1.19
TCS,"3,655.00","3,616.25","3,635.00","3,593.90",41.1,1.14
ICICI Bank,711.40,701.25,705.00,697.35,7.65,1.1
Shree Cements,"23,074.95","22,762.90","23,050.20","22,800.50",249.7,1.1
SBI Life Insura,"1,097.80","1,075.90","1,081.95","1,070.55",11.4,1.06
Reliance,"2,401.85","2,377.10","2,387.55","2,363.45",24.1,1.02
Hindalco,572.00,563.30,565.20,559.75,5.45,0.97
ITC,240.85,239.10,240.15,237.85,2.3,0.97
Divis Labs,"4,457.20","4,388.55","4,426.40","4,386.25",40.15,0.92
Tech Mahindra,"1,486.25","1,468.40","1,472.05","1,458.60",13.45,0.92
HCL Tech,"1,195.00","1,186.05","1,187.30","1,176.85",10.45,0.89
Titan Company,"2,593.50","2,566.00","2,577.20","2,556.95",20.25,0.79
Coal India,176.70,172.90,174.25,172.90,1.35,0.78
IOC,120.75,119.45,119.90,119.00,0.9,0.76
Nestle,"17,719.95","17,471.00","17,594.65","17,461.60",133.05,0.76
UPL,756.65,743.90,746.55,741.00,5.55,0.75
ONGC,166.00,161.85,164.95,163.75,1.2,0.73
Maruti Suzuki,"7,595.75","7,445.65","7,472.00","7,420.10",51.9,0.7
Larsen,"1,770.65","1,749.00","1,755.10","1,743.45",11.65,0.67
Bharti Airtel,712.50,705.00,707.20,703.10,4.1,0.58
NTPC,132.40,131.55,131.75,131.05,0.7,0.53
Adani Ports,729.50,722.50,724.35,721.30,3.05,0.42
Dr Reddys Labs,"3,974.00","3,890.00","3,913.10","3,899.85",13.25,0.34
BPCL,353.50,350.15,351.15,350.30,0.85,0.24
Power Grid Corp,211.80,209.10,209.75,209.65,0.1,0.05
