company_name,high,low,last_price,prev_close,change,percent_gain
Bharti Airtel,713.90,681.40,709.60,681.10,28.5,4.18
SBI,506.00,483.10,502.75,488.20,14.55,2.98
UltraTechCement,"7,309.80","7,092.25","7,298.65","7,170.10",128.55,1.79
Tech Mahindra,"1,568.55","1,515.80","1,562.35","1,539.10",23.25,1.51
HCL Tech,"1,263.40","1,220.40","1,250.25","1,232.10",18.15,1.47
Shree Cements,"27,999.00","27,296.35","27,970.50","27,696.80",273.7,0.99
Divis Labs,"5,292.00","5,182.10","5,235.25","5,192.10",43.15,0.83
Tata Motors,497.00,471.25,485.90,481.90,4,0.83
ICICI Bank,756.85,741.90,751.80,747.45,4.35,0.58
Asian Paints,"3,219.95","3,136.65","3,201.00","3,183.75",17.25,0.54
HDFC Life,709.50,695.30,705.25,702.80,2.45,0.35
IndusInd Bank,"1,213.90","1,172.45","1,198.15","1,194.00",4.15,0.35
SBI Life Insura,"1,203.00","1,182.80","1,196.50","1,193.45",3.05,0.26
Power Grid Corp,200.25,196.40,199.15,198.65,0.5,0.25
Bajaj Finance,"7,813.00","7,575.00","7,755.75","7,739.30",16.45,0.21
Adani Ports,800.85,777.50,793.50,792.25,1.25,0.16
Infosys,"1,848.00","1,817.20","1,824.50","1,822.15",2.35,0.13
Britannia,"3,917.35","3,786.05","3,797.95","3,795.90",2.05,0.05
Axis Bank,805.00,792.00,802.00,801.65,0.35,0.04
