company_name,high,low,last_price,prev_close,change,percent_gain
NTPC,158.00,152.20,157.00,153.00,4,2.61
Cipla,"1,062.65","1,032.30","1,048.55","1,029.00",19.55,1.9
Dr Reddys Labs,"4,357.05","4,276.75","4,342.35","4,276.75",65.6,1.53
Eicher Motors,"2,573.00","2,512.00","2,563.45","2,530.70",32.75,1.29
HUL,"2,166.00","2,135.10","2,163.80","2,142.05",21.75,1.02
Axis Bank,783.45,769.20,780.85,773.70,7.15,0.92
Divis Labs,"4,470.00","4,386.90","4,422.60","4,386.90",35.7,0.81
Coal India,196.10,193.90,195.40,193.85,1.55,0.8
TATA Cons. Prod,818.30,809.00,815.05,809.25,5.8,0.72
IndusInd Bank,976.00,960.00,974.85,968.30,6.55,0.68
Hero Motocorp,"2,368.20","2,340.00","2,361.60","2,346.90",14.7,0.63
SBI Life Insura,"1,115.00","1,100.00","1,114.00","1,107.10",6.9,0.62
Adani Ports,866.00,850.00,855.00,849.85,5.15,0.61
Sun Pharma,948.00,928.10,933.40,928.10,5.3,0.57
UltraTechCement,"6,796.50","6,696.00","6,770.00","6,736.15",33.85,0.5
HDFC Life,560.55,552.85,558.40,555.85,2.55,0.46
ICICI Bank,746.10,737.10,744.90,741.60,3.3,0.44
HCL Tech,"1,180.75","1,163.00","1,174.85","1,170.50",4.35,0.37
Shree Cements,"25,066.45","24,567.00","24,820.00","24,733.00",87,0.35
Asian Paints,"3,208.95","3,145.50","3,163.80","3,154.00",9.8,0.31
Britannia,"3,297.00","3,265.65","3,286.50","3,282.50",4,0.12
